id,x_coords,y_coords,num_coords
57332,"[-98.762894, -98.789192, -98.749489, -98.777794, -98.786896, -98.772896, -98.770195, -98.711395, -98.740692, -98.76989, -98.684494, -98.682892, -98.780396, -98.76339, -98.801193, -98.804489, -98.818092, -98.789894, -98.780792, -98.773788, -98.785393, -98.793495, -98.732796, -98.810089, -98.843994, -98.811195, -98.697891, -98.758591, -98.731895, -98.807793, -98.847389, -98.807892, -98.85659, -98.699692, -98.679588, -98.814789, -98.728493, -98.784096, -98.70359, -98.687889, -98.840195, -98.792496, -98.819389, -98.789696, -98.740791, -98.68119, -98.811394, -98.839493, -98.693092, -98.763092, -98.71759, -98.751289, -98.804192, -98.729492, -98.694595, -98.745392, -98.836189, -98.737495, -98.752594, -98.769089, -98.851891, -98.766792, -98.691193, -98.77639, -98.816391, -98.733688, -98.82589, -98.76889, -98.686394, -98.730492, -98.825294, -98.803589, -98.82859, -98.700294, -98.822495, -98.773193, -98.703194, -98.758591, -98.755295, -98.764793, -98.736694, -98.766594, -98.71479, -98.800392, -98.737495, -98.793091, -98.77639, -98.77449, -98.722488, -98.755295, -98.765793, -98.714088, -98.70089, -98.83699, -98.806694, -98.696388, -98.780891, -98.704193]","[36.080093, 36.108994, 36.085495, 36.114193, 36.067593, 36.079193, 36.089092, 36.036896, 36.060593, 36.066994, 36.034695, 36.059795, 36.089695, 36.088993, 36.067196, 36.067093, 36.103394, 36.090096, 36.068794, 36.089695, 36.109795, 36.089695, 36.062096, 36.100094, 36.092293, 36.068295, 36.035892, 36.062992, 36.051495, 36.091793, 36.092094, 36.067993, 36.096596, 36.060493, 36.060593, 36.103992, 36.051495, 36.069096, 36.048393, 36.034794, 36.092594, 36.108994, 36.092495, 36.069195, 36.081295, 36.034595, 36.090794, 36.101795, 36.060493, 36.066692, 36.052593, 36.062992, 36.092094, 36.062794, 36.034492, 36.083195, 36.102493, 36.049294, 36.084194, 36.078995, 36.092896, 36.089195, 36.034492, 36.079193, 36.091194, 36.082493, 36.091595, 36.099895, 36.059895, 36.083893, 36.101692, 36.101494, 36.100292, 36.047794, 36.091595, 36.067593, 36.062794, 36.082993, 36.062893, 36.097794, 36.061195, 36.066795, 36.036896, 36.092094, 36.081295, 36.069195, 36.068493, 36.115192, 36.051495, 36.082596, 36.078693, 36.052593, 36.037094, 36.091995, 36.100193, 36.061394, 36.113094, 36.037292]",98
57333,"[-120.127083, -120.140686, -120.176483, -120.137886, -120.127586, -120.283989, -120.173782, -120.170189, -120.140289, -120.141998, -120.229286, -120.175385, -120.168884, -120.140846, -120.171783, -120.283989, -120.15519, -120.232986, -120.202988, -120.177643, -120.138489, -120.182983, -120.196182, -120.140228, -120.182182, -120.154785, -120.273689, -120.123085, -120.181786, -120.127777, -120.180885, -120.139984, -120.176582, -120.232483, -120.125488, -120.177887, -120.273888, -120.180588, -120.197487, -120.293983, -120.195587, -120.234085, -120.168983, -120.186188, -120.245285, -120.171684, -120.174171, -120.169083, -120.275085, -120.140182, -120.172386, -120.157684, -120.128189, -120.178284, -120.171684, -120.294685, -120.139572, -120.179283, -120.298988, -120.203484, -120.141586, -120.228889, -120.179283, -120.178589, -120.244186, -120.284088, -120.168488, -120.203583, -120.274086, -120.182289, -120.125587, -120.181587, -120.298988, -120.273186, -120.186386, -120.125183, -120.136482, -120.194687, -120.284088, -120.187485, -120.142189, -120.245689, -120.170685, -120.156487, -120.182686, -120.168983, -120.259285, -120.142082, -120.169609, -120.140274, -120.136284, -120.140488, -120.182846, -120.142784, -120.194084, -120.139587, -120.139786, -120.141205, -120.295883, -120.190483, -120.123283, -120.139885, -120.156586, -120.201683, -120.141884, -120.182587, -120.298889, -120.195183, -120.127686, -120.203087, -120.136002, -120.179283, -120.183487, -120.138489, -120.294685, -120.15519, -120.170586]","[45.609493, 45.582695, 45.688694, 45.574394, 45.607494, 45.664696, 45.686794, 45.595795, 45.580593, 45.627075, 45.640896, 45.608795, 45.591595, 45.59256, 45.682194, 45.658592, 45.617596, 45.654392, 45.677593, 45.57811, 45.576492, 45.598595, 45.577293, 45.623001, 45.672993, 45.614895, 45.644695, 45.613293, 45.670593, 45.605392, 45.602795, 45.619194, 45.606792, 45.635193, 45.598392, 45.575993, 45.650394, 45.586292, 45.581295, 45.642593, 45.579395, 45.656593, 45.589493, 45.683792, 45.639694, 45.614594, 45.610775, 45.585293, 45.652695, 45.599396, 45.612495, 45.603092, 45.603294, 45.573895, 45.684692, 45.632496, 45.59536, 45.604694, 45.645893, 45.685593, 45.624992, 45.644295, 45.584293, 45.580193, 45.643795, 45.655792, 45.678894, 45.682392, 45.647293, 45.676395, 45.611492, 45.600594, 45.650795, 45.641994, 45.680492, 45.600994, 45.572395, 45.694393, 45.662094, 45.689896, 45.584595, 45.635895, 45.597996, 45.605392, 45.588093, 45.587395, 45.651196, 45.589993, 45.593693, 45.616375, 45.570293, 45.601494, 45.590225, 45.587093, 45.572994, 45.578495, 45.603695, 45.63131, 45.639595, 45.691795, 45.595894, 45.633194, 45.612194, 45.691795, 45.629192, 45.592293, 45.648293, 45.575092, 45.593094, 45.688694, 45.610641, 45.582195, 45.596493, 45.635593, 45.636192, 45.610092, 45.600193]",117
57342,"[-89.036797, -89.07019, -89.06369, -89.092796, -89.057396, -89.086296, -89.070694, -89.094994, -89.059952, -89.101631, -89.03537, -89.075592, -89.063591, -89.053497, -89.067093, -89.050896, -89.075432, -89.041191, -89.030693, -89.082893, -89.024391, -89.071693, -89.09819, -89.045891, -89.066895, -89.087006, -89.073311, -89.040596, -89.066933, -89.040192, -89.077583, -89.046394, -89.059196, -89.033592, -89.040192, -89.089592, -89.092293, -89.051392, -89.075897, -89.033493, -89.072197, -89.045197, -89.034637, -89.034492, -89.089592, -89.058395, -89.069893, -89.056297, -89.096092, -89.070091, -89.092995, -89.068344, -89.056908, -89.088791, -89.065491, -89.079292, -89.030495, -89.089996, -89.045891, -89.089691, -89.048996, -89.082794, -89.052795, -89.037491, -89.048897, -89.057892, -89.075592, -89.065697, -89.034195, -89.071693, -89.086395, -89.055397, -89.076096, -89.051308, -89.093697, -89.044983, -89.074692, -89.073692, -89.053497, -89.027397, -89.077698, -89.035591, -89.068291, -89.085991, -89.095497, -89.039795, -89.060204, -89.103264, -89.073891, -89.087097, -89.086594, -89.088493, -89.072693, -89.086494, -89.027695, -89.053993, -89.082794, -89.050591, -89.053497, -89.105347]","[40.55619, 40.595894, 40.582092, 40.55949, 40.58419, 40.620693, 40.614491, 40.584991, 40.619293, 40.577026, 40.601185, 40.594692, 40.567692, 40.609192, 40.55619, 40.596592, 40.556675, 40.616291, 40.568592, 40.61729, 40.573593, 40.577793, 40.600594, 40.618992, 40.569992, 40.562416, 40.55571, 40.610291, 40.619019, 40.584892, 40.608875, 40.615192, 40.555492, 40.595592, 40.596893, 40.557293, 40.564091, 40.586193, 40.57999, 40.584793, 40.570293, 40.593594, 40.588497, 40.571991, 40.58049, 40.609093, 40.606491, 40.55759, 40.594593, 40.556091, 40.597794, 40.564651, 40.596809, 40.602993, 40.594692, 40.622391, 40.581692, 40.60799, 40.610394, 40.619793, 40.565891, 40.62149, 40.570591, 40.616791, 40.557194, 40.564091, 40.624992, 40.608692, 40.559593, 40.623192, 40.55759, 40.62149, 40.563793, 40.6022, 40.58049, 40.588322, 40.606693, 40.574093, 40.580994, 40.562492, 40.553093, 40.564693, 40.583591, 40.606991, 40.560993, 40.566692, 40.592575, 40.600674, 40.60239, 40.574593, 40.578693, 40.586491, 40.586594, 40.595592, 40.566593, 40.56649, 40.586391, 40.57909, 40.556492, 40.577]",100
57346,"[-99.886688, -99.948692, -99.894791, -99.898193, -99.895294, -99.869591, -99.874489, -99.900589, -99.903893, -99.888794, -99.920296, -99.917892, -99.92099, -99.95179, -99.89679, -99.906296, -99.954788, -99.945694, -99.895088, -99.90699, -99.93869, -99.909294, -99.93129, -99.882195, -99.898193, -99.935188, -99.927689, -99.901192, -99.909592, -99.900291, -99.924393, -99.891594, -99.924591, -99.891289, -99.879692, -99.899895, -99.886589, -99.898491, -99.913689, -99.942192, -99.915794, -99.905792, -99.883789, -99.738289, -99.674492, -99.677391, -99.727196, -99.57019, -99.565689, -99.544289, -99.772194, -99.697891, -99.727989, -99.641991, -99.745689, -99.70739, -99.678696, -99.742294, -99.702492, -99.582794, -99.671188, -99.768593, -99.762489, -99.566093, -99.68029, -99.553192, -99.644791, -99.614494, -99.733292, -99.732193, -99.691795, -99.705292, -99.63829, -99.668793, -99.639488, -99.656891, -99.584793, -99.675789, -99.723091, -99.653595, -99.608391, -99.709694, -99.69339, -99.718796, -99.656395, -99.70179, -99.683189, -99.618591, -99.758888, -99.661995, -99.748894, -99.743095, -99.767792, -99.690193, -99.667091, -99.684494, -99.658691, -99.668892, -99.715691, -99.688591, -99.674492, -99.74559, -99.710495, -99.729691, -99.724495, -99.740593, -99.723595, -99.66259, -99.65139]","[35.517796, 35.535995, 35.477394, 35.528294, 35.530396, 35.525093, 35.528694, 35.476795, 35.486393, 35.475494, 35.532795, 35.475895, 35.476192, 35.534794, 35.470592, 35.525696, 35.532795, 35.536694, 35.506596, 35.485596, 35.535595, 35.471695, 35.534992, 35.527794, 35.464294, 35.536293, 35.534294, 35.525993, 35.481594, 35.490593, 35.534096, 35.532494, 35.476192, 35.513893, 35.532795, 35.496193, 35.478992, 35.500893, 35.475594, 35.536293, 35.529293, 35.471596, 35.481293, 35.470993, 35.503593, 35.503193, 35.469494, 35.445496, 35.446495, 35.433594, 35.470394, 35.515495, 35.484695, 35.506695, 35.484695, 35.515194, 35.459892, 35.470295, 35.517796, 35.455894, 35.452694, 35.463696, 35.475594, 35.440594, 35.503796, 35.434895, 35.458195, 35.455395, 35.480595, 35.470394, 35.518494, 35.477493, 35.502895, 35.499893, 35.455692, 35.452194, 35.452393, 35.453293, 35.485294, 35.503296, 35.463093, 35.470493, 35.467495, 35.519592, 35.502495, 35.473392, 35.471092, 35.454395, 35.475796, 35.497795, 35.482494, 35.488792, 35.473995, 35.471294, 35.455994, 35.514294, 35.498493, 35.462494, 35.514996, 35.513393, 35.459995, 35.466995, 35.511696, 35.507095, 35.518593, 35.491394, 35.468895, 35.452095, 35.451996]",109
57347,"[-100.67659, -100.70919, -100.690788, -100.669991, -100.699089, -100.679489, -100.715187, -100.70929, -100.661987, -100.732094, -100.657188, -100.701393, -100.673592, -100.690193, -100.668793, -100.694191, -100.704987, -100.679489, -100.713989, -100.69059, -100.69239, -100.695686, -100.705193, -100.746689, -100.720886, -100.690689, -100.650887, -100.663193, -100.652992, -100.675987, -100.658386, -100.75489, -100.69339, -100.68969, -100.710388, -100.694893, -100.735489, -100.660889, -100.741989, -100.694794, -100.733292, -100.713989, -100.67189, -100.693993, -100.679688, -100.72319, -100.692688, -100.704193, -100.654892, -100.725487, -100.673889, -100.714691, -100.717087, -100.671387, -100.735588, -100.66909, -100.740288, -100.719887, -100.701088, -100.695793, -100.691093, -100.683891, -100.646988, -100.736893]","[47.071194, 47.163792, 47.111591, 47.183292, 47.173092, 47.187794, 47.097591, 47.110493, 47.184593, 47.102692, 47.078293, 47.111294, 47.073193, 47.191093, 47.096291, 47.087891, 47.110592, 47.174191, 47.100391, 47.179291, 47.177094, 47.111492, 47.166592, 47.097794, 47.090294, 47.094093, 47.196491, 47.075191, 47.19379, 47.093594, 47.188992, 47.094093, 47.150593, 47.096493, 47.101994, 47.175293, 47.181492, 47.187393, 47.100491, 47.159592, 47.183392, 47.162594, 47.094692, 47.18679, 47.112091, 47.08839, 47.161491, 47.152691, 47.190392, 47.086594, 47.177994, 47.107891, 47.095493, 47.180592, 47.178391, 47.074593, 47.178391, 47.093594, 47.169193, 47.148792, 47.08979, 47.111492, 47.19849, 47.101391]",64
57351,"[-96.426689, -96.419594, -96.423393]","[43.981392, 43.981293, 43.981293]",3
57354,"[-68.864098, -68.866997, -68.866302]","[44.094292, 44.094791, 44.09259]",3
57357,"[-107.372787, -107.398491, -107.366089, -107.36129, -107.354988, -107.37149, -107.38269, -107.371094, -107.383987, -107.37619, -107.381691, -107.412888, -107.357391, -107.372192, -107.384087, -107.380791, -107.374191, -107.391891, -107.366386, -107.370392, -107.368294, -107.369392, -107.381287, -107.405388, -107.40049, -107.380287, -107.392593, -107.375893, -107.403191, -107.37249, -107.389191, -107.376289, -107.392189, -107.389191, -107.389992, -107.393494, -107.411293, -107.40889, -107.358688, -107.372292, -107.387489, -107.389687, -107.380592, -107.390991, -107.380089, -107.38369, -107.376991, -107.403687, -107.36969, -107.410889, -107.377991, -107.395592, -107.372993, -107.370087, -107.380592, -107.355186, -107.361389, -107.412086, -107.359993, -107.364792, -107.388588, -107.387192, -107.385986, -107.38839]","[35.237694, 35.272293, 35.272392, 35.267494, 35.269993, 35.252792, 35.257893, 35.249893, 35.237595, 35.247993, 35.260193, 35.267296, 35.266094, 35.264595, 35.240894, 35.265194, 35.269993, 35.257393, 35.241196, 35.244392, 35.237694, 35.239994, 35.262695, 35.267693, 35.251595, 35.271595, 35.244892, 35.250694, 35.253895, 35.255592, 35.267395, 35.260296, 35.242195, 35.269993, 35.259396, 35.247692, 35.272095, 35.261795, 35.268696, 35.267593, 35.245693, 35.262093, 35.268696, 35.239895, 35.239994, 35.255592, 35.245193, 35.270393, 35.258194, 35.264496, 35.242493, 35.255993, 35.272194, 35.246895, 35.237595, 35.262592, 35.272194, 35.269695, 35.264694, 35.257195, 35.237694, 35.248295, 35.250694, 35.272293]",64
57358,"[-99.513893, -99.453957, -99.531693, -99.469589, -99.433189, -99.459694, -99.491791, -99.531395, -99.566795, -99.562988, -99.535194, -99.49939, -99.48819, -99.539185, -99.473289, -99.480995, -99.538795, -99.52459, -99.484589, -99.466293, -99.563393, -99.436195, -99.549492, -99.542389, -99.506493, -99.556496, -99.552895, -99.528091, -99.521591, -99.509995, -99.426788, -99.542595, -99.549614, -99.55629, -99.476891, -99.559692, -99.456795, -99.510193, -99.492393, -99.520988, -99.502693, -99.517693, -99.553108, -99.429893, -99.535164, -99.559692, -99.451096, -99.54599, -99.484695, -99.439415, -99.513695, -99.49939, -99.448189, -99.44239, -99.545891, -99.462891, -99.481094, -99.488701, -99.495293, -99.50309, -99.506592, -99.524895, -99.44529, -99.495995, -99.517395, -99.528091]","[36.280994, 36.280735, 36.267193, 36.279392, 36.276894, 36.280293, 36.281193, 36.284393, 36.273895, 36.287792, 36.284393, 36.269394, 36.281494, 36.266594, 36.279293, 36.282093, 36.283894, 36.267094, 36.281796, 36.280193, 36.272694, 36.281693, 36.283592, 36.284096, 36.280895, 36.270794, 36.283794, 36.283493, 36.282795, 36.267296, 36.276894, 36.267494, 36.269077, 36.284492, 36.279495, 36.285393, 36.280495, 36.280895, 36.269794, 36.267296, 36.268295, 36.281193, 36.269558, 36.276993, 36.266869, 36.272095, 36.280994, 36.268394, 36.270893, 36.280766, 36.267094, 36.280792, 36.281094, 36.281494, 36.283592, 36.280792, 36.269493, 36.269863, 36.280895, 36.280792, 36.267494, 36.283295, 36.281296, 36.269695, 36.267094, 36.267193]",66
57374,"[-95.187691, -95.086395, -95.140694, -95.166489, -95.148994, -95.176392, -95.133492, -95.097893, -95.112991, -95.149689, -95.152794, -95.127892, -95.133293, -95.101395, -95.133392, -95.189995, -95.163589, -95.137993, -95.180191, -95.172195, -95.147591, -95.18959, -95.142189, -95.126595, -95.101494, -95.147789, -95.116791, -95.121193, -95.117989, -95.157791, -95.130493, -95.181496, -95.151093, -95.091888, -95.169395, -95.12809, -95.14679, -95.122795, -95.142792, -95.099792, -95.156189, -95.13839, -95.190689, -95.168892, -95.098289, -95.11879, -95.107391, -95.119293, -95.176788, -95.15789, -95.122589, -95.169189, -95.146591, -95.11039, -95.106194, -95.151794, -95.151794, -95.107895, -95.102394, -95.11599, -95.122894, -95.161194, -95.161095, -95.128189, -95.186989, -95.176994, -95.116592, -95.117393, -95.166031, -95.110992, -95.127396, -95.137489, -95.15049, -95.096291, -95.150589, -95.139992, -95.152794, -95.110992, -95.112793, -95.097694, -95.131493, -95.146294, -95.128189, -95.142792, -95.101189, -95.190292, -95.127693, -95.172592, -95.113693, -95.116295, -95.146591, -95.123993, -95.131989, -95.093689, -95.126793, -95.157394, -95.118591, -95.167595, -95.162292, -95.185188, -95.130692, -95.177895, -95.124489, -95.139595, -95.109795, -95.161995, -95.180389, -95.120392, -95.159294, -95.132095, -95.180389, -95.102791, -95.139992, -95.140991, -95.150391, -95.105392, -95.160591, -95.142891, -95.172592, -95.165291, -95.166595, -95.135796, -95.132294, -95.109192, -95.12809, -95.116493, -95.186989, -95.113289, -95.137695, -95.165092, -95.170189, -95.183891, -95.15049, -95.15329, -95.177689, -95.148094, -95.119392]","[43.656792, 43.641891, 43.676594, 43.663593, 43.619293, 43.663792, 43.612793, 43.633293, 43.70219, 43.663391, 43.662594, 43.660591, 43.715893, 43.633293, 43.671192, 43.725594, 43.66489, 43.668591, 43.72879, 43.606091, 43.710991, 43.62759, 43.68729, 43.706192, 43.620693, 43.646294, 43.660793, 43.656292, 43.634293, 43.669392, 43.65509, 43.707092, 43.707493, 43.642391, 43.716991, 43.712593, 43.687191, 43.654091, 43.721191, 43.648594, 43.722492, 43.687393, 43.715191, 43.728893, 43.619591, 43.669491, 43.622391, 43.693394, 43.605892, 43.66349, 43.648792, 43.661293, 43.663391, 43.655991, 43.62849, 43.680893, 43.675793, 43.665394, 43.653992, 43.693291, 43.704594, 43.644592, 43.715092, 43.68539, 43.715691, 43.723991, 43.684994, 43.620193, 43.717064, 43.686691, 43.648792, 43.612892, 43.686893, 43.65089, 43.650692, 43.69989, 43.62989, 43.619991, 43.696892, 43.605694, 43.684692, 43.697594, 43.677792, 43.716293, 43.607594, 43.622093, 43.69149, 43.726692, 43.685192, 43.670593, 43.680691, 43.692493, 43.699791, 43.647591, 43.670391, 43.611794, 43.648792, 43.708893, 43.723793, 43.707092, 43.679993, 43.620693, 43.709591, 43.656193, 43.661491, 43.618793, 43.663891, 43.685493, 43.722691, 43.692791, 43.720894, 43.628391, 43.683193, 43.627491, 43.721691, 43.609093, 43.605892, 43.697693, 43.712994, 43.728893, 43.611191, 43.699291, 43.664692, 43.669891, 43.665791, 43.700691, 43.727894, 43.691593, 43.627193, 43.723694, 43.654892, 43.72879, 43.644493, 43.721493, 43.709991, 43.628792, 43.698093]",137
57375,"[-94.729294, -94.715195, -94.71479, -94.732491, -94.710396, -94.735695, -94.711288, -94.735695, -94.718994, -94.731689, -94.72319, -94.727394]","[44.912594, 44.911694, 44.916992, 44.912594, 44.916992, 44.912594, 44.911694, 44.916992, 44.916691, 44.916992, 44.916992, 44.916992]",12
57379,"[-110.21479, -110.200386, -110.172089, -110.196793, -110.180389, -110.169189, -110.20079, -110.152489, -110.15979, -110.178787, -110.126686, -110.183289, -110.121689, -110.187889, -110.164085, -110.152092, -110.204086, -110.13549, -110.141991, -110.144287, -110.196686, -110.169487, -110.192589, -110.118088, -110.148087, -110.130791, -110.15609, -110.166389, -110.173592, -110.176086, -110.218491]","[34.595295, 34.596996, 34.655396, 34.595795, 34.588196, 34.653896, 34.642593, 34.596096, 34.598396, 34.652096, 34.612694, 34.651596, 34.613895, 34.608597, 34.598194, 34.617996, 34.598194, 34.613796, 34.602295, 34.605495, 34.642296, 34.604996, 34.609894, 34.612293, 34.606693, 34.613995, 34.597294, 34.602493, 34.605797, 34.588493, 34.596596]",31
57380,"[-73.040398, -73.043198, -73.02169, -73.0466, -73.0196, -73.042099, -73.0224, -73.022202, -73.0214, -73.022797, -73.040497, -73.039597, -73.040695, -73.023598, -73.044197, -73.023003, -73.041397, -73.045601, -73.020096]","[42.739189, 42.732292, 42.703548, 42.728493, 42.70919, 42.733692, 42.704792, 42.706291, 42.712193, 42.713291, 42.737591, 42.736191, 42.73489, 42.715191, 42.730991, 42.71669, 42.740589, 42.72979, 42.710892]",19
57385,"[-96.39959, -96.428688, -96.412994, -96.398193, -96.400391, -96.429291, -96.41819, -96.38839, -96.389091, -96.40699, -96.41909, -96.390091]","[44.265091, 44.236492, 44.244591, 44.259392, 44.244694, 44.265491, 44.256691, 44.23719, 44.242393, 44.245693, 44.239094, 44.250793]",12
57386,"[-96.018593, -96.080894, -96.040794, -96.026062, -96.030594, -96.074394, -96.067894, -96.074295, -96.020691, -96.035492, -96.067993]","[44.038391, 44.009693, 44.047493, 44.047981, 44.047791, 44.018593, 44.010193, 44.009892, 44.047394, 44.047394, 44.018494]",11
57387,"[-97.89959, -97.929993, -97.914589, -97.904694, -97.909889, -97.889488, -97.915291, -97.960091, -97.995689, -97.991493, -97.920792, -98.000191, -97.899994, -97.910492, -97.863693, -97.974007, -97.90519, -97.914589, -97.98069, -97.984589, -97.912292, -97.995293, -97.96769, -97.987694, -97.964188, -97.895088, -97.927689, -97.87809, -97.859894, -97.962791, -97.916893, -97.882294, -97.893494, -97.995888, -97.902092, -97.886093, -97.891792, -97.991692, -97.978493]","[47.224991, 47.199692, 47.225391, 47.221394, 47.231392, 47.227093, 47.20079, 47.118793, 47.086391, 47.078892, 47.21479, 47.07439, 47.20269, 47.200493, 47.207191, 47.098801, 47.20079, 47.216991, 47.095592, 47.094193, 47.228592, 47.076591, 47.103893, 47.092892, 47.107391, 47.203491, 47.201893, 47.201691, 47.207291, 47.117191, 47.215092, 47.19989, 47.225193, 47.092793, 47.22319, 47.229691, 47.204491, 47.09259, 47.097992]",39
57396,"[-94.752396, -94.746391, -94.739494, -94.74379, -94.747894, -94.742691, -94.739189, -94.749992, -94.731689, -94.735596, -94.753693, -94.732292]","[45.071693, 45.06649, 45.071793, 45.071693, 45.071693, 45.066193, 45.065693, 45.06649, 45.06789, 45.067493, 45.066792, 45.063293]",12
57414,[-70.608902],[41.60849],1
57415,"[-102.55249, -102.505791, -102.520187, -102.496788, -102.524788, -102.442497, -102.514694, -102.478592, -102.524094, -102.549088, -102.450394, -102.515091, -102.544991, -102.507912, -102.440193, -102.469093, -102.506592, -102.490791, -102.505989, -102.541992, -102.533188, -102.437889, -102.481392, -102.508888, -102.508293, -102.477394, -102.493988, -102.487694, -102.484688, -102.534492, -102.531792, -102.453293, -102.522392, -102.525993, -102.522194, -102.529289, -102.538788, -102.482094, -102.485733, -102.520493, -102.537193, -102.512489, -102.543495, -102.460793, -102.557594, -102.485992, -102.54039, -102.539688, -102.475891, -102.517288, -102.510193, -102.544594, -102.562294, -102.456894, -102.499893, -102.523193, -102.535934, -102.480293, -102.481789, -102.549889]","[30.771694, 30.772594, 30.775894, 30.756895, 30.761894, 30.771084, 30.762995, 30.763096, 30.771194, 30.778595, 30.770695, 30.779095, 30.784796, 30.783709, 30.773294, 30.759695, 30.786795, 30.758896, 30.762794, 30.784796, 30.782394, 30.775295, 30.792194, 30.761696, 30.771296, 30.775394, 30.758095, 30.759695, 30.760695, 30.753296, 30.755896, 30.769094, 30.773994, 30.783495, 30.763494, 30.757595, 30.760195, 30.773695, 30.78932, 30.787695, 30.782995, 30.780495, 30.771786, 30.764694, 30.776094, 30.770895, 30.757395, 30.771795, 30.778395, 30.776896, 30.781996, 30.767996, 30.778996, 30.766794, 30.755995, 30.785694, 30.771774, 30.797794, 30.761795, 30.773094]",60
57417,"[-91.365295, -91.36039, -91.368591, -91.360092, -91.392395, -91.373291, -91.367294, -91.386391, -91.365791, -91.365089, -91.377007, -91.361191, -91.374893, -91.363495, -91.399597, -91.394691, -91.373291]","[42.597191, 42.597492, 42.584892, 42.604992, 42.611191, 42.584991, 42.61729, 42.611191, 42.588192, 42.604794, 42.584934, 42.588192, 42.611893, 42.619392, 42.596786, 42.602791, 42.575291]",17
57421,"[-84.422295, -84.397194, -84.405296, -84.386093, -84.394196, -84.437195, -84.419891, -84.419998, -84.481194, -84.463898, -84.493797, -84.459793, -84.466393, -84.381897, -84.462097, -84.464897, -84.439796, -84.473793, -84.419098, -84.510498, -84.396492, -84.474297, -84.382294, -84.482895, -84.456795, -84.402199, -84.485893, -84.515594, -84.474098, -84.482193, -84.478294, -84.442398, -84.434097, -84.421196, -84.476395, -84.421097, -84.493492, -84.403793, -84.464592, -84.392899, -84.396492, -84.402596, -84.493896, -84.459297, -84.435295, -84.393898, -84.418396, -84.439491, -84.443993, -84.513496, -84.483093, -84.439796, -84.464096, -84.383492, -84.452095, -84.411896, -84.411392, -84.418694, -84.461899, -84.523293, -84.383797, -84.381699, -84.493896, -84.419495]","[43.442993, 43.401093, 43.443691, 43.397991, 43.462292, 43.389793, 43.46339, 43.460194, 43.420391, 43.402893, 43.434891, 43.433193, 43.386993, 43.402493, 43.382393, 43.462093, 43.463692, 43.441792, 43.447693, 43.447693, 43.433392, 43.455093, 43.425991, 43.397392, 43.422092, 43.387894, 43.429493, 43.441994, 43.462292, 43.458492, 43.44799, 43.42749, 43.440392, 43.429592, 43.432693, 43.402393, 43.440792, 43.44989, 43.452892, 43.453991, 43.427891, 43.417091, 43.462292, 43.446392, 43.400093, 43.444893, 43.39579, 43.452793, 43.395493, 43.458691, 43.382492, 43.459492, 43.424191, 43.432793, 43.401394, 43.382393, 43.420094, 43.418793, 43.397392, 43.454693, 43.389992, 43.383293, 43.455292, 43.425793]",64
57424,"[-96.65229, -96.658989, -96.57959, -96.644989, -96.650291, -96.575691, -96.628288, -96.595993, -96.622688, -96.64209, -96.578094, -96.58799, -96.64859, -96.643089, -96.616692, -96.656693, -96.648491, -96.578888, -96.588791, -96.659294, -96.570793, -96.67939, -96.639389, -96.700493, -96.662888, -96.625587, -96.668793, -96.596092, -96.597488, -96.618492, -96.648293, -96.637093, -96.62899, -96.563293, -96.683693, -96.64859, -96.582687, -96.616989, -96.676094, -96.57579, -96.608292, -96.592392, -96.696892, -96.616592, -96.672592, -96.631889, -96.64109, -96.66349, -96.602493, -96.612892, -96.663788, -96.659691, -96.612694, -96.651993, -96.578995, -96.60849, -96.638191, -96.655289, -96.59359, -96.599892, -96.688889, -96.663689, -96.660088, -96.601395, -96.659889, -96.591789, -96.671494, -96.648392, -96.634689, -96.599594, -96.666992, -96.574287, -96.605293, -96.651993, -96.639191, -96.592094, -96.59269, -96.692291, -96.62249, -96.609093, -96.588287, -96.587891, -96.618294, -96.656387, -96.676392, -96.685394, -96.633591, -96.67469, -96.622688, -96.566994, -96.596092, -96.612595, -96.663589, -96.58239, -96.659988, -96.655693, -96.688789, -96.651894, -96.668694, -96.597794, -96.630493, -96.680489, -96.692993, -96.584435, -96.655693]","[44.539494, 44.525993, 44.541992, 44.548893, 44.548893, 44.518993, 44.50399, 44.554493, 44.531792, 44.503792, 44.531693, 44.490292, 44.491692, 44.489693, 44.54549, 44.491692, 44.502892, 44.51799, 44.508392, 44.513191, 44.534191, 44.534691, 44.547291, 44.532494, 44.513191, 44.548992, 44.522991, 44.488892, 44.540092, 44.531792, 44.539494, 44.539494, 44.522392, 44.534191, 44.53429, 44.513191, 44.490292, 44.524193, 44.554092, 44.541992, 44.48999, 44.554493, 44.532593, 44.488792, 44.52309, 44.50399, 44.539494, 44.539192, 44.515892, 44.54549, 44.491093, 44.501492, 44.524193, 44.502991, 44.554993, 44.524193, 44.503792, 44.525993, 44.540092, 44.524193, 44.533493, 44.525192, 44.491093, 44.540092, 44.539093, 44.490292, 44.554092, 44.52589, 44.547394, 44.554493, 44.554092, 44.534191, 44.545391, 44.513191, 44.489693, 44.525391, 44.508392, 44.553993, 44.523392, 44.54549, 44.554993, 44.525494, 44.504292, 44.539093, 44.52309, 44.553993, 44.540791, 44.535191, 44.504292, 44.534191, 44.524193, 44.48999, 44.501591, 44.515892, 44.554092, 44.513191, 44.553993, 44.525993, 44.537193, 44.516392, 44.54829, 44.554092, 44.533493, 44.555004, 44.501392]",105
