id,x_coords,y_coords,num_coords
57427,"[-115.443588, -115.444489, -115.436485, -115.440788, -115.442886, -115.438484, -115.43969, -115.437485, -115.442085, -115.436485]","[43.025894, 43.028294, 43.046093, 43.034492, 43.030792, 43.039192, 43.037193, 43.041393, 43.032795, 43.044094]",10
57428,"[-115.459389, -115.444183, -115.458786, -115.44339, -115.46019, -115.464386, -115.443291, -115.442688, -115.463287, -115.46209]","[43.012894, 43.002594, 43.015095, 43.006992, 43.010895, 43.004192, 43.004696, 43.009193, 43.006096, 43.008095]",10
57429,"[-115.412987, -115.416985, -115.404587, -115.415886, -115.414787, -115.405586, -115.414085, -115.412888, -115.405289, -115.403885]","[43.046093, 43.037792, 43.052296, 43.039593, 43.041492, 43.046993, 43.043594, 43.048294, 43.050194, 43.054493]",10
57430,"[-115.437286, -115.459488, -115.461189, -115.438286, -115.451988, -115.447289, -115.437988, -115.456787, -115.459084, -115.458183]","[43.066692, 43.048096, 43.045895, 43.061893, 43.056595, 43.059395, 43.064095, 43.054993, 43.050293, 43.052494]",10
57431,"[-115.408188, -115.41909, -115.41629, -115.389488, -115.38829, -115.419785, -115.402786, -115.39119, -115.40049, -115.410088]","[43.023293, 43.019295, 43.021393, 43.027695, 43.030792, 43.017296, 43.026394, 43.025894, 43.028095, 43.021694]",10
57432,"[-93.156593, -93.120392, -93.151794, -93.137589, -93.121094, -93.107491, -93.114891, -93.123894, -93.115891, -93.150291, -93.11319, -93.098991, -93.119095, -93.161293, -93.137291, -93.10849, -93.128189, -93.116295, -93.102394, -93.128494, -93.110794, -93.137291, -93.130493, -93.119995]","[43.91069, 43.903393, 43.912193, 43.910591, 43.911491, 43.917492, 43.924191, 43.91629, 43.908493, 43.916691, 43.916191, 43.924294, 43.91629, 43.913094, 43.916691, 43.924294, 43.910591, 43.903393, 43.917492, 43.924191, 43.91069, 43.924191, 43.915394, 43.924191]",24
57434,"[-96.027596, -96.010689, -96.032394, -96.007294, -96.028442]","[43.897892, 43.903591, 43.903091, 43.905193, 43.903084]",5
57444,"[-115.498184, -115.483185, -115.481888, -115.48259, -115.49749, -115.484184, -115.498688, -115.481285, -115.483986, -115.496986]","[43.026295, 43.031494, 43.036293, 43.033794, 43.028793, 43.029293, 43.023792, 43.038593, 43.026196, 43.031193]",10
57447,"[-79.873199, -79.8843, -79.896896, -79.871994, -79.895897, -79.882294, -79.897896, -79.8703, -79.910599, -79.917999, -79.913895, -79.897194, -79.888496, -79.9021, -79.876297, -79.891899, -79.892296, -79.888199, -79.890396, -79.891594, -79.871994, -79.900299, -79.899597, -79.867897, -79.897995, -79.892593, -79.878899, -79.865799, -79.878395, -79.885201, -79.881393, -79.875694, -79.895798, -79.870193, -79.874199, -79.876999, -79.902199, -79.871094, -79.867393, -79.900299, -79.892494, -79.879295, -79.8992, -79.865997, -79.883194, -79.869598, -79.873299, -79.920898, -79.901299, -79.8703, -79.8974, -79.888, -79.889694, -79.884796, -79.892097, -79.866493, -79.894699, -79.886497, -79.880798, -79.8778, -79.902199]","[39.034893, 39.010593, 38.970493, 39.037891, 38.975292, 39.013893, 38.964993, 39.043694, 38.94289, 38.942192, 38.943592, 38.968491, 38.993893, 38.950592, 39.029793, 38.983192, 38.986591, 38.995892, 38.990292, 38.988693, 39.039791, 38.95779, 38.960892, 39.054192, 38.966892, 38.984791, 39.022491, 39.059193, 39.024994, 39.00909, 39.016792, 39.03149, 38.977192, 39.046993, 39.033493, 39.028091, 38.95219, 39.04129, 39.055794, 38.959293, 38.979992, 39.02029, 38.96339, 39.060791, 39.012093, 39.049191, 39.036491, 38.941391, 38.955692, 39.045391, 38.972591, 38.997593, 38.992092, 39.006893, 38.98159, 39.057491, 38.97879, 39.005592, 39.01889, 39.026493, 38.954193]",61
57449,"[-84.655098, -84.680298, -84.577095, -84.673096, -84.646294, -84.689293, -84.586395, -84.604698, -84.545395, -84.550896, -84.567192, -84.557892, -84.517097, -84.674896, -84.636292, -84.646294, -84.663696, -84.603996, -84.594795, -84.678192, -84.607796, -84.567398, -84.659294, -84.520393, -84.674294, -84.695297, -84.524223, -84.618607, -84.565796, -84.684998, -84.555893, -84.691498, -84.662292, -84.685898, -84.540794, -84.664093, -84.652397, -84.568596, -84.679497, -84.676498, -84.615395, -84.633896, -84.598099, -84.696999, -84.617096, -84.527596, -84.551796, -84.678093, -84.626198, -84.557999, -84.634895, -84.633698, -84.621292, -84.600296, -84.665794, -84.566399, -84.646393, -84.687393, -84.654892, -84.526321, -84.624596, -84.601791, -84.616592, -84.603798, -84.547997, -84.586494, -84.656693, -84.565292, -84.540192, -84.518394, -84.585594, -84.579597, -84.613693, -84.564392, -84.585693, -84.675995, -84.578094, -84.686493, -84.661797, -84.639893, -84.560196, -84.541695, -84.536697, -84.597092, -84.598793, -84.546196, -84.598892, -84.539749, -84.531097, -84.543098, -84.642593, -84.595894, -84.547096, -84.663895, -84.655396, -84.606499, -84.604492, -84.525696, -84.567993, -84.520996, -84.655792, -84.671494, -84.528397, -84.637596, -84.607895, -84.602196, -84.641495, -84.531097, -84.565193, -84.594498, -84.550095, -84.526596, -84.617798, -84.531197, -84.520996, -84.637093, -84.636192, -84.662895, -84.677696, -84.654297, -84.637497, -84.623497, -84.522095, -84.587395, -84.578094, -84.562798, -84.660698, -84.595398, -84.639992, -84.559593, -84.644096, -84.657196, -84.584991, -84.527397, -84.536995, -84.695396, -84.597092, -84.623299, -84.674194, -84.656395, -84.633797, -84.585297, -84.607697, -84.641594, -84.644897, -84.674797, -84.528397, -84.587997, -84.599792, -84.622597, -84.530396, -84.545792]","[40.923092, 40.977894, 40.982292, 40.93309, 40.949993, 40.971394, 40.958893, 40.956593, 40.957592, 41.006992, 41.009892, 40.998993, 40.921192, 40.93539, 40.965393, 40.940392, 40.95779, 40.995193, 40.99229, 40.98439, 40.963692, 40.942493, 40.95219, 40.976994, 40.965492, 40.947792, 40.940758, 41.015713, 40.995293, 40.980991, 41.014091, 40.933193, 40.95499, 40.942593, 40.980591, 40.934193, 41.000092, 40.962292, 40.986691, 40.923393, 41.010391, 40.962593, 40.96619, 40.950394, 41.013092, 40.980492, 40.920692, 40.925591, 40.983791, 40.922192, 40.93309, 41.007492, 40.949593, 40.980991, 41.008892, 40.986992, 40.958492, 40.986794, 41.007294, 40.942841, 40.976891, 40.955193, 40.984791, 40.971191, 41.002392, 40.969791, 40.949791, 41.00769, 40.920692, 40.936993, 41.006691, 40.973392, 41.008091, 40.984993, 40.940891, 40.968292, 41.007591, 40.983891, 40.94379, 40.956593, 41.001591, 40.955193, 41.006393, 40.950592, 40.942993, 40.99929, 40.952991, 40.933651, 40.957592, 40.963993, 40.925392, 40.978291, 40.971592, 41.006493, 40.935791, 40.939991, 40.936993, 40.934391, 40.997692, 40.938591, 40.925694, 40.982693, 40.935791, 40.994091, 40.978291, 40.983891, 40.998592, 40.949791, 40.939693, 41.00629, 40.949291, 40.986691, 40.986992, 40.971893, 40.922791, 40.980492, 40.93539, 40.931793, 40.971092, 40.92049, 41.009392, 40.954594, 41.000793, 41.009792, 40.969891, 40.936893, 40.913292, 40.964394, 40.922493, 40.926392, 40.932491, 40.911591, 40.955994, 40.955193, 40.91909, 40.957291, 40.940693, 40.940594, 40.942593, 41.009491, 41.00119, 40.998894, 41.013191, 40.947693, 40.967194, 40.95129, 41.007492, 40.972591, 40.99369, 40.951992, 41.009991, 40.938492]",152
57459,"[-116.561989, -116.574692, -116.550087, -116.550087, -116.556389, -116.550102, -116.573685, -116.574188, -116.562988, -116.564888, -116.555786, -116.564491, -116.561188, -116.568085, -116.567589, -116.556786, -116.550087, -116.563286, -116.556488, -116.565285, -116.568489, -116.556931, -116.550087, -116.564087, -116.56179, -116.56369, -116.555687, -116.550087, -116.55619, -116.568985, -116.570389, -116.562286, -116.550087, -116.561485, -116.550087, -116.556686, -116.550087, -116.575691, -116.550087, -116.566689, -116.550087, -116.556091, -116.550087, -116.567184, -116.569885, -116.569489, -116.575188, -116.555885, -116.562592]","[33.884495, 33.885494, 33.878796, 33.886597, 33.882195, 33.879639, 33.887695, 33.886597, 33.881393, 33.876293, 33.886494, 33.877296, 33.887596, 33.884594, 33.885593, 33.879093, 33.882195, 33.880394, 33.881195, 33.875294, 33.883595, 33.878021, 33.877895, 33.878296, 33.885494, 33.879295, 33.887493, 33.881393, 33.883293, 33.882595, 33.879597, 33.883396, 33.880493, 33.886494, 33.883095, 33.880096, 33.883995, 33.883293, 33.884796, 33.887596, 33.885696, 33.884396, 33.887394, 33.886597, 33.880596, 33.881596, 33.884396, 33.885395, 33.882397]",49
57463,"[-90.081291, -90.142197, -90.197495, -90.232994, -90.140198, -90.137794, -90.109093, -90.083694, -90.110695, -90.137093, -90.130096, -90.098091, -90.188293, -90.113396, -90.113396, -90.102097, -90.214096, -90.240997, -90.102592, -90.18959, -90.161995, -90.12059, -90.129295, -90.105995, -90.188492, -90.100395, -90.168091, -90.126396, -90.125893, -90.105492, -90.103294, -90.214592, -90.123596, -90.200691, -90.064896, -90.12989, -90.125595, -90.171196, -90.203293, -90.135994, -90.150291, -90.185097, -90.106697, -90.093597, -90.087097, -90.200691, -90.107094, -90.12339, -90.167397, -90.142395, -90.12149, -90.087494, -90.131592, -90.101196, -90.198494, -90.132492, -90.116196, -90.203094, -90.164795, -90.201393, -90.069992, -90.090996, -90.22039, -90.091393, -90.130898, -90.194695, -90.107193, -90.127495, -90.142792, -90.120491, -90.196297, -90.09819, -90.095093, -90.047592, -90.092697, -90.210991, -90.206696, -90.21199, -90.218391, -90.205093, -90.236794, -90.217392, -90.210793, -90.073792, -90.112793, -90.120491, -90.190193, -90.103592, -90.216492, -90.176697, -90.180794, -90.14669, -90.127296, -90.099991, -90.236496, -90.104294, -90.146492, -90.142097, -90.171913, -90.19352, -90.149895, -90.234352, -90.095093, -90.057091, -90.109093, -90.156891, -90.091293, -90.113396, -90.098495, -90.090691, -90.095291, -90.171394, -90.104393, -90.177208, -90.065994, -90.093094, -90.096497, -90.101295, -90.223892, -90.108994, -90.115997, -90.206093, -90.100098, -90.068192, -90.123093, -90.174294, -90.053391, -90.104195, -90.230492, -90.085297, -90.119492, -90.100197, -90.170296]","[41.234093, 41.223392, 41.169594, 41.168491, 41.175194, 41.154491, 41.153393, 41.176891, 41.233494, 41.168793, 41.18539, 41.172791, 41.163292, 41.274391, 41.160091, 41.159794, 41.156693, 41.186192, 41.194691, 41.183693, 41.188992, 41.244392, 41.161591, 41.23439, 41.177994, 41.265892, 41.157291, 41.189793, 41.168892, 41.300991, 41.168793, 41.168491, 41.17469, 41.190693, 41.179691, 41.220993, 41.233292, 41.157391, 41.15649, 41.221092, 41.157291, 41.15509, 41.168892, 41.159592, 41.220093, 41.175194, 41.159992, 41.155991, 41.191891, 41.15369, 41.233192, 41.176991, 41.156193, 41.244793, 41.155392, 41.176491, 41.240192, 41.19799, 41.157192, 41.164192, 41.182892, 41.219791, 41.177094, 41.172691, 41.168991, 41.155293, 41.193092, 41.156094, 41.168892, 41.171291, 41.190891, 41.159691, 41.244591, 41.150391, 41.258293, 41.175694, 41.156593, 41.184994, 41.168591, 41.175491, 41.168491, 41.156792, 41.156693, 41.182793, 41.240292, 41.151894, 41.155491, 41.226494, 41.176991, 41.157494, 41.154392, 41.175392, 41.21339, 41.15229, 41.189892, 41.152393, 41.157192, 41.193192, 41.169163, 41.183739, 41.185791, 41.183517, 41.300694, 41.151192, 41.274292, 41.19009, 41.244492, 41.286793, 41.236191, 41.268093, 41.268192, 41.191391, 41.265991, 41.187336, 41.161091, 41.228092, 41.258392, 41.300892, 41.194691, 41.290993, 41.286194, 41.190693, 41.29269, 41.151993, 41.286293, 41.178291, 41.151093, 41.254292, 41.194691, 41.234192, 41.286293, 41.254192, 41.182693]",133
57468,"[-93.89389, -93.89019, -93.886894, -93.86319, -93.870293, -93.883789, -93.866692, -93.87719, -93.91539, -93.89389, -93.915794, -93.886993, -93.919693, -93.903992, -93.893791, -93.915894, -93.874191, -93.895088, -93.900589, -93.854591, -93.897194, -93.883789, -93.907494, -93.90419, -93.881493, -93.886795, -93.897392, -93.893791, -93.877792, -93.898994, -93.907494, -93.880493, -93.903793, -93.875389, -93.919189, -93.859589, -93.900894, -93.879189, -93.885193, -93.900391, -93.889793, -93.890289, -93.873993, -93.897095]","[43.335991, 43.336094, 43.319092, 43.336094, 43.336094, 43.328892, 43.336094, 43.328892, 43.34819, 43.355392, 43.369892, 43.328892, 43.343594, 43.369892, 43.348293, 43.343594, 43.362694, 43.362694, 43.348293, 43.335991, 43.348293, 43.319191, 43.369892, 43.335991, 43.362694, 43.348293, 43.335991, 43.319092, 43.362694, 43.362694, 43.335991, 43.328892, 43.374393, 43.336094, 43.369892, 43.335991, 43.335991, 43.336094, 43.362694, 43.355392, 43.362694, 43.328892, 43.328892, 43.355392]",44
57469,"[-93.359192, -93.355896, -93.433594, -93.415192, -93.332497, -93.438393, -93.416695, -93.411995, -93.341095, -93.379196, -93.416496, -93.459991, -93.44989, -93.433693, -93.334396, -93.357697, -93.43779, -93.400993, -93.302696, -93.316292, -93.344795, -93.393394, -93.319695, -93.298996, -93.354393, -93.410591, -93.460297, -93.412689, -93.408691, -93.441994, -93.43119, -93.343292, -93.324196, -93.360794, -93.338692, -93.343697, -93.445892, -93.333794, -93.460991, -93.435394, -93.335892, -93.379196, -93.315796, -93.430389, -93.353195, -93.323494, -93.398293, -93.360291, -93.38369, -93.393791, -93.441895, -93.408791, -93.414093, -93.334496, -93.456696, -93.388992, -93.430992, -93.438393, -93.44149, -93.371193, -93.360992, -93.353493, -93.453293, -93.320892, -93.357193, -93.452492, -93.438591, -93.427589, -93.374794, -93.364494, -93.417992, -93.43499, -93.449394, -93.439796, -93.337494, -93.306396, -93.448792, -93.457497, -93.450691, -93.349892, -93.320496, -93.324791, -93.356895, -93.453094, -93.455795, -93.370293, -93.397491, -93.43399, -93.374794, -93.300797, -93.431595, -93.412491, -93.429695, -93.420692, -93.297493, -93.390091, -93.304092, -93.445793]","[42.145893, 42.145893, 42.271793, 42.24699, 42.178593, 42.271793, 42.218292, 42.246693, 42.214691, 42.232292, 42.227894, 42.286293, 42.300991, 42.24419, 42.20639, 42.228092, 42.300991, 42.218292, 42.206993, 42.178593, 42.214691, 42.233093, 42.218094, 42.20689, 42.228092, 42.26239, 42.300991, 42.218292, 42.246693, 42.258293, 42.242493, 42.20639, 42.190392, 42.18679, 42.20639, 42.172291, 42.256893, 42.214592, 42.272491, 42.21199, 42.178593, 42.211594, 42.218094, 42.300991, 42.217892, 42.218094, 42.233494, 42.218094, 42.232292, 42.218391, 42.24419, 42.227894, 42.26239, 42.172291, 42.286293, 42.233093, 42.211491, 42.258293, 42.300991, 42.211594, 42.228092, 42.18679, 42.300991, 42.190392, 42.18679, 42.286293, 42.24419, 42.240494, 42.211594, 42.18679, 42.26239, 42.258293, 42.256893, 42.21199, 42.214592, 42.206993, 42.286293, 42.256893, 42.271992, 42.172291, 42.178593, 42.178593, 42.217892, 42.256893, 42.272091, 42.232292, 42.218594, 42.300991, 42.232292, 42.196793, 42.257793, 42.227894, 42.271793, 42.218292, 42.196793, 42.218094, 42.196793, 42.30109]",98
57474,"[-101.394089, -101.390114, -101.385574, -101.377693, -101.381607]","[33.661293, 33.661327, 33.66127, 33.661293, 33.661327]",5
57484,"[-118.47599, -118.46389, -118.47039, -118.482086, -118.44838, -118.459091, -118.478691, -118.47039, -118.456688, -118.451691, -118.471886, -118.43409, -118.458191, -118.467491, -118.450691, -118.446289, -118.467491, -118.443687, -118.470688, -118.44709, -118.456085, -118.46479, -118.464386, -118.435387, -118.441689, -118.459785, -118.447891, -118.443787, -118.466286, -118.455185, -118.46769, -118.441292, -118.451591, -118.46109, -118.474586, -118.470688, -118.444885, -118.456085, -118.466492, -118.443085, -118.455589, -118.461685, -118.453384, -118.437386, -118.457291, -118.466286, -118.487289, -118.474686, -118.473991, -118.46489, -118.462685, -118.480591, -118.433563, -118.47419, -118.478287, -118.477188, -118.453568, -118.46859, -118.483688, -118.451889, -118.45459, -118.447685, -118.485291, -118.465988, -118.461891, -118.437088, -118.443588, -118.439888, -118.463287, -118.437889, -118.469086, -118.445686, -118.458786, -118.45649, -118.468185, -118.463585, -118.475784, -118.47599, -118.466087, -118.47879, -118.472191, -118.471085, -118.465988, -118.457291, -118.482391, -118.44899, -118.472092, -118.451088, -118.438789, -118.453384, -118.466385, -118.440987, -118.458984, -118.469185, -118.473587, -118.447189, -118.458984, -118.474586, -118.44529, -118.450485, -118.480385, -118.478989, -118.475685, -118.46299, -118.44989, -118.47599, -118.473991, -118.476486, -118.470985, -118.480888, -118.462486, -118.476189, -118.477188, -118.474785, -118.439751, -118.477188, -118.454491, -118.457085, -118.444885, -118.444984, -118.464088, -118.464188, -118.441986, -118.47049, -118.449486, -118.475685]","[34.937996, 34.951496, 34.949993, 34.946693, 34.9296, 34.943996, 34.941895, 34.955395, 34.910294, 34.913395, 34.915997, 34.913494, 34.947994, 34.937294, 34.915394, 34.944996, 34.931896, 34.916393, 34.953594, 34.908497, 34.932194, 34.927094, 34.947094, 34.912296, 34.917595, 34.936096, 34.943794, 34.940193, 34.940895, 34.911396, 34.933994, 34.927795, 34.946297, 34.908497, 34.952496, 34.917397, 34.908894, 34.953594, 34.925694, 34.909096, 34.924793, 34.934696, 34.912395, 34.917995, 34.936695, 34.919495, 34.950596, 34.940296, 34.947895, 34.945194, 34.928196, 34.918797, 34.915836, 34.920696, 34.919697, 34.955196, 34.932838, 34.907394, 34.945694, 34.907696, 34.936695, 34.915394, 34.951595, 34.907795, 34.920696, 34.911095, 34.927197, 34.929096, 34.908195, 34.929695, 34.911896, 34.915894, 34.908997, 34.951294, 34.952095, 34.953495, 34.912697, 34.931995, 34.938896, 34.954094, 34.935993, 34.940796, 34.943195, 34.923195, 34.951595, 34.921196, 34.921295, 34.941296, 34.910095, 34.945396, 34.958496, 34.909496, 34.946194, 34.918797, 34.914394, 34.922497, 34.921196, 34.958195, 34.938995, 34.947895, 34.947796, 34.948895, 34.956894, 34.932095, 34.907993, 34.944595, 34.960194, 34.936195, 34.947296, 34.941895, 34.929893, 34.920094, 34.943096, 34.946095, 34.918034, 34.949795, 34.926594, 34.949596, 34.925797, 34.946495, 34.949295, 34.920094, 34.941196, 34.957096, 34.942596, 34.950996]",126
57493,"[-87.562195, -87.537292, -87.629097, -87.569992, -87.553993, -87.618095, -87.605492, -87.598396, -87.532692, -87.611092, -87.536896, -87.610191, -87.527992, -87.630493, -87.610497, -87.636497, -87.640495, -87.626495, -87.604095, -87.580093, -87.533295, -87.569397, -87.559395, -87.538795, -87.542694, -87.574898, -87.621094, -87.587692, -87.533195, -87.551292, -87.619896, -87.535095, -87.581093, -87.595993, -87.606796, -87.583595, -87.543694, -87.543198, -87.622696, -87.561195, -87.588097, -87.528191, -87.601395, -87.567497, -87.529396, -87.580696, -87.628395, -87.614594, -87.607292, -87.601097, -87.599197, -87.614098, -87.532494, -87.587494, -87.606293, -87.614693, -87.528694, -87.635292, -87.604294, -87.627792, -87.575394, -87.572296, -87.567696, -87.542397, -87.559998, -87.624794, -87.559097, -87.552391, -87.598297, -87.575096, -87.548897, -87.543694, -87.545692, -87.566994, -87.548393, -87.578697, -87.584396, -87.62429, -87.560196, -87.622391, -87.618095, -87.550194, -87.546196, -87.550392, -87.609993, -87.531097, -87.527893, -87.533791, -87.558395, -87.578094, -87.618591, -87.583992, -87.612892, -87.548592]","[40.700893, 40.722794, 40.710793, 40.740391, 40.744793, 40.742092, 40.743492, 40.747993, 40.69799, 40.74979, 40.712494, 40.709892, 40.681293, 40.748093, 40.719692, 40.689293, 40.750492, 40.696194, 40.68959, 40.692493, 40.74419, 40.734192, 40.730991, 40.729294, 40.707394, 40.700691, 40.689293, 40.726494, 40.708691, 40.735092, 40.720493, 40.75959, 40.74419, 40.740993, 40.714092, 40.749393, 40.715893, 40.75399, 40.733692, 40.739693, 40.707893, 40.728092, 40.752392, 40.752991, 40.692593, 40.697891, 40.688992, 40.725292, 40.729294, 40.738091, 40.725391, 40.700691, 40.735992, 40.738194, 40.72319, 40.73299, 40.686192, 40.741493, 40.698891, 40.73859, 40.715191, 40.728592, 40.71619, 40.698292, 40.706291, 40.715492, 40.760391, 40.729092, 40.730694, 40.707893, 40.711792, 40.765991, 40.723392, 40.725693, 40.76099, 40.752892, 40.720692, 40.744694, 40.721893, 40.70549, 40.710793, 40.755493, 40.70269, 40.719791, 40.737991, 40.717793, 40.739594, 40.68869, 40.694191, 40.723591, 40.696491, 40.712193, 40.689392, 40.749393]",94
