plant_code,plant_code_unique,plant_name,generator_id,state,county,ba,nerc_region,azimuth,tilt,system_capacity,module_type,array_type,lat,lon,losses
57662,57662,McGraw Hill Solar,MCGRH,NJ,Mercer,PJM,RFC,180,25,12000,0,0,40.279722,-74.556389,14
57667,57667,Seabrook Solar Plant,"P21A,P21B,P2P2,SBS1",NJ,Cumberland,PJM,RFC,180,20,6800,0,0,39.485,-75.215,14
57668,57668,CASD Solar,"CASDE,CASDW",PA,Cumberland,PJM,RFC,172,30,1300,0,0,40.2142,-77.2061,14
57669,57669,SMUD at Grundman,PV1,CA,Sacramento,BANC,WECC,210,20,17000,2,0,38.364722,-121.41278,14
57670,57670,SMUD at Van Conett,PV1,CA,Sacramento,BANC,WECC,210,20,2900,2,0,38.253056,-121.278888,14
57671,57671,SMUD at Fleshman,PV1,CA,Sacramento,BANC,WECC,210,20,2900,2,0,38.237778,-121.3375,14
57673,57673,Macys Goodyear,1,AZ,Maricopa,AZPS,WECC,180,7,3500,0,0,33.409063,-112.414596,14
57674,57674,Indian Orchard PV Facility,1,MA,Hampden,ISNE,NPCC,180,20,2300,0,0,42.151389,-72.498889,14
57676,57676,Silver Lake Solar Photovoltaic Facility,1,MA,Berkshire,ISNE,NPCC,180,20,1800,0,0,42.4525,-73.2403,14
57677,57677,"Murphy Farm Power, LLC",1,NC,Cherokee,DUK,SERC,180,30,1000,0,0,34.999167,-84.157254,14
57680,57680,Arlington Valley Solar Energy II,"AVSE1,AVSE2,AVSE3,AVSE4,AVSE5",AZ,Maricopa,AZPS,WECC,90,33.305,129000,0,2,33.305,-112.833888,14
57681,57681,City of Boulder WWTP,1,CO,Boulder,PSCO,WECC,180,30,1000,0,0,40.048025,-105.180327,14
57682,57682,City of Madera WWTP,1,CA,Madera,CISO,WECC,180,36.9408,1200,0,4,36.9408,-120.1572,14
57683,57683,"Staples La Mirada, CA",1,CA,Los Angeles,CISO,WECC,180,20,1100,0,0,33.881667,-118.0175,14
57685,57685,Rinehart,1,FL,Seminole,FPC,SERC,180,28.770601,10000,0,0,28.770601,-81.353336,14
57687,57687,"CS Murphy Point, LLC",1,NC,Cherokee,DUK,SERC,180,30,1000,0,0,34.989539,-84.166197,14
57695,57695,Topaz Solar Farm,"TPZ1,TPZ2,TPZ3,TPZ4,TPZ5",CA,San Luis Obispo,CISO,WECC,180,25,585900.0000000001,2,0,35.405556,-120.068611,14
57697,57697,Aerojet I,1,CA,Sacramento,BANC,WECC,225,45,3000,0,2,38.613508,-121.162879,14
57698,57698,Aerojet II,1,CA,Sacramento,BANC,WECC,225,45,2700,0,2,38.6086,-121.1703,14
57699,57699,Webberville Solar Project,AES1,TX,Travis,ERCO,TRE,180,0,30000,0,2,30.238492,-97.508812,14
57707,57707,Mesquite Solar 1,"1,10,11,12,2,3,4,5,6,7,8,9",AZ,Maricopa,CISO,WECC,180,20,170000,0,0,33.341833,-112.904028,14
57708,57708,Catalina Solar LLC,INV,CA,Kern,CISO,WECC,178,20,110000,2,0,34.938261,-118.334492,14
57722,57722,North Palm Springs 4A,1,CA,Riverside,CISO,WECC,225,45,4000,0,2,33.909722,-116.5625,14
57723,57723,"Johnson Matthey, Inc. Solar",PV1,NJ,Gloucester,PJM,RFC,180,39.825278,4000,0,2,39.825278,-75.219722,14
57724,57724,NJMC Landfill,NJMC,NJ,Hudson,PJM,RFC,175,20,2500,0,0,40.750833,-74.11,14
57726,57726,Summit Associates,SUMA,NJ,Middlesex,PJM,RFC,144,12.5,1900,0,0,40.5003,-74.3536,14
57727,57727,BlackRock-Matrix,BLAR,NJ,Middlesex,PJM,RFC,202,10,2500,0,0,40.3622,-74.4797,14
57728,57728,Mill Creek Solar,MILLC,NJ,Burlington,PJM,RFC,191,22,3500,2,0,40.031388,-74.824722,14
57733,57733,Benjamin Moore & Co. Solar,PV1,NJ,Morris,PJM,RFC,180,35,1400,0,0,40.825556,-74.714722,14
57734,57734,Cherry Hill,CH,NJ,Camden,PJM,RFC,180,0,1100,0,0,39.876111,-75.008611,14
57736,57736,SPS1 Dollarhide,1,NM,Lea,SWPP,WECC,180,0,10000,0,2,32.12743,-103.137825,14
57737,57737,SPS2 Jal,1,NM,Lea,SWPP,WECC,180,0,10000,0,2,32.183611,-103.183056,14
57738,57738,SPS3 Lea,1,NM,Lea,SWPP,WECC,180,0,10000,0,2,32.469722,-103.323333,14
57739,57739,SPS4 Monument,1,NM,Lea,SWPP,WECC,180,0,10100,0,2,32.681944,-103.303611,14
57740,57740,SPS5 Hopi,1,NM,Eddy,SWPP,WECC,180,0,10100,0,2,32.345556,-104.234722,14
57742,57742,Vineland Headquarters,VHQ,NJ,Cumberland,PJM,RFC,180,5,1100,0,0,39.490271,-75.037391,14
57743,57743,North Palm Springs 1A,1,CA,Riverside,CISO,WECC,225,45,2500,0,2,33.924167,-116.593333,14
57745,57745,The City of Vineland at West Vineland,PV1,NJ,Cumberland,PJM,RFC,180,25,3700,0,0,39.462376,-75.070039,14
57746,57746,The City of Vineland at North Vineland,PV1,NJ,Cumberland,PJM,RFC,180,25,2300,0,0,39.505034,-74.997703,14
57747,57747,FedEx Field Solar Facility,1,MD,Prince Georges,PJM,RFC,180,38.907778,2000,0,0,38.907778,-76.864444,14
57750,57750,Maple Solar,"P1,P2",NJ,Cumberland,PJM,RFC,180,27,2400.0000000000005,0,0,39.4875,-74.980833,14
57753,57753,SMUD at Lawrence,PV1,CA,Sacramento,BANC,WECC,210,20,1000,2,0,38.338868,-121.431342,14
57758,57758,Mount Saint Mary's,PV1,MD,Frederick,PJM,RFC,157,25,13700,2,0,39.675,-77.345,14
57764,57764,Naval Air Weapons Station China Lake,1,CA,Kern,CISO,WECC,0,0,11100,0,2,35.68771,-117.68137,14
57768,57768,Longwood Gardens,1,PA,Chester,PJM,RFC,180,30,1300,0,0,39.866667,-75.667777,14
57772,57772,Perdue Bridgeville Photovoltaic,BRID,DE,Sussex,PJM,RFC,180,25,1300,0,0,38.757689,-75.602031,14
57773,57773,Palo Verde College,1,CA,Riverside,CISO,WECC,0,30,1200,0,2,33.661667,-114.651667,14
57775,57775,Kingman 1,PV,AZ,Mohave,AZPS,WECC,90,35.145833,500,0,2,35.145833,-114.0675,14
57776,57776,FedEx Woodbridge,1,NJ,Middlesex,PJM,RFC,137,2,2400,0,0,40.506358,-74.323519,14
57777,57777,RE Dillard 1 LLC,DL1,CA,Sacramento,BANC,WECC,90,38.468611,3000,0,2,38.468611,-121.181944,14
57778,57778,RE Kammerer 1 LLC,KAM1,CA,Sacramento,BANC,WECC,90,38.365053,5000,0,2,38.365053,-121.381101,14
57779,57779,RE Dillard 2 LLC,DIL2,CA,Sacramento,BANC,WECC,90,38.466111,3000,0,2,38.466111,-121.177778,14
57780,57780,RE Kammerer 2 LLC,KAM2,CA,Sacramento,BANC,WECC,90,38.365053,5000,0,2,38.365053,-121.381101,14
57781,57781,RE Dillard 3 LLC,DIL3,CA,Sacramento,BANC,WECC,90,38.461944,3000,0,2,38.461944,-121.180278,14
57782,57782,RE Kammerer 3 LLC,KAM3,CA,Sacramento,BANC,WECC,90,38.365053,5000,0,2,38.365053,-121.381101,14
57783,57783,RE Bruceville 1 LLC,BRU1,CA,Sacramento,BANC,WECC,90,38.3475,5000,0,2,38.3475,-121.412777,14
57784,57784,RE Bruceville 2 LLC,BRU2,CA,Sacramento,BANC,WECC,90,38.3475,5000,0,2,38.3475,-121.412777,14
57785,57785,RE Bruceville 3 LLC,BRU3,CA,Sacramento,BANC,WECC,90,38.3475,5000,0,2,38.3475,-121.412777,14
57790,57790,RE Bagdad Solar I LLC,1,AZ,Yavapai,AZPS,WECC,180,34.585833,14900,0,2,34.585833,-113.177222,14
57795,57795,RE Ajo 1 LLC,1,AZ,Pima,AZPS,WECC,180,32.367013,4500,0,2,32.367013,-112.831401,14
57796,57796,Golden Springs Building C-1,1,CA,Los Angeles,CISO,WECC,180,10,1200,0,0,33.914167,-118.053611,14
57797,57797,Golden Springs Building D,1,CA,Los Angeles,CISO,WECC,180,10,1300,0,0,33.911944,-118.052222,14
57799,57799,"ISH Solar Central, LLC",1,NJ,Monmouth,PJM,RFC,180,35,1400,0,0,40.2675,-74.278611,14
57805,57805,William Paterson University,WPU1,NJ,Passaic,PJM,RFC,180,15,1400,0,0,40.952084,-74.195502,14
57806,57806,RE Dillard 4 LLC,DIL4,CA,Sacramento,BANC,WECC,90,38.461944,400,0,2,38.461944,-121.180278,14
57815,57815,Titusville Solar,PV1,NJ,Mercer,PJM,NPCC,90,0,4100,2,2,40.292778,-74.847222,14
57816,57816,RE McKenzie 1 LLC,MCK1,CA,Sacramento,BANC,WECC,90,38.302594,5000,0,2,38.302594,-121.295819,14
57817,57817,RE McKenzie 2 LLC,MCK2,CA,Sacramento,BANC,WECC,90,38.302594,5000,0,2,38.302594,-121.295819,14
57818,57818,RE McKenzie 3 LLC,MCK3,CA,Sacramento,BANC,WECC,90,38.302594,5000,0,2,38.302594,-121.295819,14
57819,57819,RE McKenzie 4 LLC,MCK4,CA,Sacramento,BANC,WECC,90,38.302594,5000,0,2,38.302594,-121.295819,14
57820,57820,RE McKenzie 5 LLC,MCK5,CA,Sacramento,BANC,WECC,90,38.302594,5000,0,2,38.302594,-121.295819,14
57821,57821,RE McKenzie 6 LLC,MCK6,CA,Sacramento,BANC,WECC,90,38.302594,5000,0,2,38.302594,-121.295819,14
57827,57827,Dinuba Wastewater Treatment Plant,DSPV,CA,Tulare,CISO,WECC,90,36.538056,1000,0,2,36.538056,-119.426388,14
57831,57831,Heliocentric,1,CA,Los Angeles,CISO,WECC,180,30,1500,0,0,34.65434,-117.971004,14
57836,57836,L-8 Solar Project,TSM,CA,Los Angeles,CISO,WECC,180,30,1500,0,0,34.654347,-117.973103,14
57838,57838,Dartmouth II Solar,D2MA,MA,Bristol,ISNE,NPCC,180,25,2000,0,0,41.680556,-71.030833,14
57840,57840,ISH Solar Hospital SDMC,1,CA,San Diego,CISO,WECC,0,5,1100,0,0,32.791667,-117.095277,14
57841,57841,ISH Solar Hospital Downey,1,CA,Los Angeles,CISO,WECC,0,10,1100,0,0,33.921667,-118.124444,14
57848,57848,WC Landfill Energy LLC,SOLAR,NJ,Warren,PJM,RFC,180,25,1000,0,0,40.831012,-75.015775,14
57849,57849,Green Acres Solar Facility 1,GASF1,CA,Sacramento,BANC,WECC,90,38.282021,3000,0,2,38.282021,-121.464676,14
57850,57850,Green Acres Solar Facility 2,GASF2,CA,Sacramento,BANC,WECC,0,0,1000,0,2,38.28357,-121.461264,14
57856,57856,Univ of California San Diego Solar,SGU1,CA,San Diego,CISO,WECC,180,20,1200,0,0,32.874379,-117.238927,14
57859,57859,Moapa Southern Paiute,1,NV,Clark,NEVP,WECC,180,30,250000,2,0,36.52995,-114.770308,14
57860,57860,Industry MetroLink PV 1,1,CA,Los Angeles,CISO,WECC,223,5,1500,0,0,34.008661,-117.845603,14
57863,57863,McKee City Solar Phase 2,UNIT1,NJ,Atlantic,PJM,RFC,180,20,2400,0,0,39.421944,-74.639167,14
57869,57869,Heller Industrial Parks,"HH,HII,HJC,HM,UNIT1",NJ,Middlesex,PJM,RFC,190,15,4600.000000000001,0,0,40.373898,-74.489236,14
57870,57870,Castle Rock Vineyards,SOLAR,CA,Tulare,CISO,WECC,180,20,1000,0,0,35.801111,-119.110556,14
57871,57871,2555 E Olympic Bl,1,CA,Los Angeles,LDWP,WECC,170,15,1000,0,0,34.026944,-118.224167,14
57879,57879,Perdue Salisbury Photovoltaic,SALI,MD,Wicomico,PJM,RFC,180,30,1000,0,0,38.373611,-75.535278,14
57882,57882,Baldock Solar Highway,BSH1,OR,Clackamas,PGE,WECC,180,21,1700,0,0,45.269444,-122.771667,14
57883,57883,Queen Creek Solar Farm,GEN1,AZ,Maricopa,SRP,WECC,90,33.2675,19000,0,2,33.2675,-111.612222,14
57891,57891,Guernsey Solar Station,1,CA,Kings,CISO,WECC,90,0,20000,0,2,36.163889,-119.650556,14
57892,57892,Gates Solar Station,1,CA,Fresno,CISO,WECC,180,25,20000,0,0,36.176389,-120.114167,14
57895,57895,Improvement Dst No. 4,ID4,CA,Kern,CISO,WECC,180,22,1100,0,0,35.402778,-119.038611,14
57900,57900,Solar Photovoltaic Project #48,"S48A,S48B,S48C,S48D,S48E,S48F,S48G,S48H,S48I,S48J",CA,San Bernardino,CISO,WECC,180,10,5000,0,0,34.081111,-117.228056,14
57904,57904,San Antonio West Solar Rooftop,CHNO,CA,Riverside,CISO,WECC,180,20,1500,0,0,33.965617,-117.659059,14
57912,57912,Grand Ridge Solar Farm,1,IL,LaSalle,PJM,RFC,180,25,20000,2,0,41.143421,-88.758341,14
57930,57930,FRB Solar Farm,UAST,AZ,Pima,TEPC,WECC,180,32.108147,1900,0,4,32.108147,-110.824662,14
57931,57931,Holyoke Solar Cooperative at Mueller,PV1,MA,Hampden,ISNE,NPCC,177,15,2700,0,0,42.190909,-72.682421,14
57933,57933,Solar Star California II LLC,1,CA,Sacramento,BANC,WECC,180,38.516389,2000,0,2,38.516389,-121.47528,14
57934,57934,Douglas Solar,DOMA,MA,Worcester,ISNE,NPCC,180,25,2000,0,0,42.06,-71.73,14
57941,57941,Town of Uxbridge MA at Commerce Dr,PV1,MA,Worcester,ISNE,NPCC,180,20,1800,0,0,42.043889,-71.6175,14
57942,57942,Town of Norfolk MA at Medway Branch,PV1,MA,Norfolk,ISNE,NPCC,180,20,1200,0,0,42.127778,-71.340278,14
57948,57948,NJ Oak Solar Plant,OAK,NJ,Cumberland,PJM,RFC,180,15,10000,0,0,39.380565,-75.188312,14
57951,57951,Shore Point Solar,1,NJ,Monmouth,PJM,RFC,180,45,1000,2,0,40.245,-74.243333,14
57959,57959,Desert Green Solar Farm LLC,1,CA,San Diego,CISO,WECC,180,33.27055,6300,0,4,33.27055,-116.34805,14
57970,57970,Butte College Main Campus Solar,SOL1,CA,Butte,CISO,WECC,195,18,3500,0,0,39.648056,-121.644167,14
57982,57982,Meridian Vineyards,"PV-1,PV-2",CA,San Luis Obispo,CISO,WECC,180,30,1100,0,0,35.670278,-120.566944,14
57985,57985,SunE EPE2 LLC,1,NM,Dona Ana,EPE,WECC,180,38,12000,0,2,32.251667,-106.913333,14
57986,57986,SunE EPE1 LLC,1,NM,Dona Ana,EPE,WECC,180,38,10000,0,2,32.034383,-106.340986,14
57989,57989,Groveland Solar,GSMA,MA,Essex,ISNE,NPCC,180,25,3200,0,0,42.751111,-71.037222,14
57990,57990,Shrewsbury Solar,SSMA,MA,Worcester,ISNE,NPCC,180,25,2500,0,0,42.266111,-71.695833,14
57992,57992,Boston Scientific Solar,BSMA,MA,Norfolk,ISNE,NPCC,170,10,1100,0,0,42.293333,-71.033889,14
57993,57993,"Desert Sunlight 300, LLC","DSL1,DSL10,DSL11,DSL2,DSL3,DSL4,DSL5,DSL6,DSL7,DSL8,DSL9",CA,Riverside,CISO,WECC,120,22.5,313699.99999999994,2,0,33.823056,-115.393889,14
57994,57994,Apple Data Center PV,PV1,NC,Catawba,DUK,SERC,90,35.588135,21000,0,2,35.588135,-81.25198,14
57997,57997,Foothills Solar Plant Hybrid,"PV1,PV2",AZ,Yuma,AZPS,WECC,0,0,35000,0,2,32.64856,-114.428741,14
58002,58002,Alpaugh North,SPS,CA,Tulare,CISO,WECC,0,0,20000,0,2,35.9025,-119.442778,14
58003,58003,Alpaugh 50,SPS50,CA,Tulare,CISO,WECC,0,0,50000,0,2,35.898333,-119.435278,14
58006,58006,Salt Palace Solar Gen Plant,"1,2",UT,Salt Lake,PACE,WECC,180,10,1300,0,0,40.767222,-111.895,14
58009,58009,SunE CPS3 LLC,"1,2",TX,Bexar,ERCO,TRE,0,45,10600,0,2,29.221944,-98.669167,14
58011,58011,IKEA Savannah 490,PV,GA,Chatham,SOCO,SERC,180,12,1200,0,0,32.177535,-81.173775,14
58012,58012,IKEA Tampa 042,PV,FL,Hillsborough,TEC,SERC,180,12,1000,0,0,27.953889,-82.4325,14
58013,58013,IKEA Round Rock 027,PV,TX,Williamson,ERCO,TRE,180,12,1400,0,0,30.557044,-97.690286,14
58014,58014,IKEA Perryville 460,PV,MD,Cecil,PJM,RFC,180,12,2100,2,0,39.560833,-76.055278,14
58015,58015,IKEA College Park 411,PV,MD,Prince Georges,PJM,RFC,180,12,1000,0,0,39.021,-76.926,14
58016,58016,IKEA Westhampton 061,PV,NJ,Burlington,PJM,RFC,180,12,1800,2,0,40.013889,-74.853611,14
58017,58017,Copper Mountain Solar 2,"PV01,PV02,PV03,PV04,PV05",NV,Clark,CISO,WECC,180,25,154000,2,0,35.786389,-114.962778,14
58027,58027,SunE CPS2 LLC,1,TX,Bexar,ERCO,TRE,0,45,10000,0,2,29.245,-98.418333,14
58028,58028,IKEA Tejon 345,PV,CA,Kern,CISO,WECC,180,12,1500,0,0,34.975278,-118.946944,14
58029,58029,Constellation New Energy Inc,PV1,NJ,Burlington,PJM,RFC,180,20,3900,0,0,39.928889,-74.818056,14
58030,58030,Reeves Station Rd East,REEVE,NJ,Burlington,PJM,RFC,180,25,5400,0,0,39.928333,-74.814444,14
58032,58032,Padelford Solar,PSMA,MA,Bristol,ISNE,NPCC,180,25,2200,0,0,41.853333,-71.065,14
58034,58034,Nickel 1 Solar Facility,1,CA,Kern,CISO,WECC,180,25,1500,0,0,35.647295,-119.716512,14
58036,58036,Riverside Renewable Energy LLC,1,NJ,Camden,PJM,RFC,180,5,7500,0,0,39.903056,-75.125833,14
58037,58037,Buckeye Union HS District 201,PV1,AZ,Maricopa,AZPS,WECC,180,8,3300,0,0,33.419167,-112.576111,14
58039,58039,Axium Modesto Solar,1,CA,Stanislaus,CISO,WECC,0,0,25000,0,2,37.734167,-120.995556,14
58040,58040,United Stationers Supply Solar Electric,"SEF-A,SEF-B",NJ,Middlesex,PJM,RFC,188,11.8,2800,0,0,40.320556,-74.501667,14
58042,58042,Black Mountain Solar LLC,1,AZ,Mohave,AZPS,WECC,180,35.0227,9000,0,2,35.0227,-114.1627,14
58049,58049,Jordache Enterprises Solar,PV,NJ,Middlesex,PJM,NPCC,0,0,1300,2,0,40.55569,-74.40836,14
58056,58056,"Irwindale Brew Yard, LLC",PV,CA,Los Angeles,CISO,WECC,28,28,2500,0,2,34.121667,-117.938333,14
58062,58062,Imperial Valley Solar Company 1 LLC,0001,CA,Imperial,IID,WECC,180,30,23000,0,0,33.245833,-115.496667,14
58064,58064,Laredo Bus Facility Solar Canopies,LBFS,GA,DeKalb,SOCO,SERC,180,20,1000,0,0,33.783333,-84.267778,14
58068,58068,SunE CPS1 LLC,1,TX,Bexar,ERCO,TRE,90,45,10000,0,2,29.245,-98.418333,14
58070,58070,Mercer Mall,1,NJ,Mercer,PJM,RFC,155,15,1100,0,0,40.290556,-74.681944,14
58073,58073,SEPV 1,SEPV,CA,Los Angeles,CISO,WECC,90,34.618861,2000,0,2,34.618861,-117.939444,14
58074,58074,SEPV 2,SEPV,CA,San Bernardino,CISO,WECC,90,34.174167,2000,0,2,34.174167,-116.152778,14
58076,58076,Edwards Air Force Base,"1,2,3",CA,Kern,CISO,WECC,180,20,3000,0,2,34.9077,-117.9206,14
58082,58082,AMP Napoleon Solar Facility,NSF1,OH,Henry,PJM,RFC,180,30,3500,0,0,41.406667,-84.110833,14
58090,58090,Middlesex Apple Orchard Solar,"SEF-1,SEF-2",NJ,Middlesex,PJM,RFC,149,20,4700,0,0,40.426389,-74.492222,14
58091,58091,Keystone Solar,KSTN,PA,Lancaster,PJM,RFC,182,25,5000,0,0,39.861111,-76.221111,14
58093,58093,BBB Corporate Headquarters,HQNJ,NJ,Union,PJM,RFC,180,10,1000,0,0,40.697222,-74.305,14
58094,58094,Christmas Tree Shops DC Burlington NJ,FINJ,NJ,Burlington,PJM,RFC,180,10,2100,0,0,40.104167,-74.812778,14
58095,58095,Harmon DC Totowa NJ,TONJ,NJ,Passaic,PJM,RFC,180,10,1500,0,0,40.903889,-74.247778,14
58096,58096,Bed Bath & Beyond DC Port Reading NJ,PTNJ,NJ,Middlesex,PJM,RFC,180,5,1800,0,0,40.568333,-74.2425,14
58097,58097,Green Meadows,1,MA,Barnstable,ISNE,NPCC,180,25,3500,0,0,41.669444,-70.531944,14
58118,58118,La Joya Del Sol,JDS1,CA,Fresno,CISO,WECC,90,36.678611,1500,0,2,36.678611,-119.7975,14
58119,58119,Depot Park Solar System,DPSS,CA,Sacramento,BANC,WECC,180,38.515,3000,0,0,38.515,-121.398333,14
58123,58123,Wakefern Food Corp,1,NJ,Middlesex,PJM,RFC,187,14,2000,0,0,40.51,-74.328333,14
58131,58131,Outback Solar At Christmas Valley,PV1,OR,Lake,BPAT,WECC,180,43.236944,4400,0,2,43.236944,-120.49,14
58134,58134,Oberlin Spear Point Solar One,OSSO,OH,Lorain,PJM,RFC,0,0,2000,0,2,41.302761,-82.227047,14
58135,58135,Washington White Post Solar LLC,1,NC,Beaufort,CPLE,SERC,180,25,12400,0,0,35.5052,-76.8484,14
58144,58144,SVEP Solar Project Company,SVEP1,VT,Bennington,ISNE,NPCC,0,30,2000,0,2,42.753611,-73.226111,14
58145,58145,Williamstown Solar,WTS_1,VT,Orange,ISNE,NPCC,180,30,2000,0,0,44.113056,-72.605833,14
58147,58147,Prescott Solar Plant,PV1,AZ,Yavapai,AZPS,WECC,0,0,10800,0,2,34.649444,-112.4275,14
58148,58148,RE Kansas South LLC,KS,CA,Kings,CISO,WECC,0,0,20000,0,2,36.226111,-119.834167,14
58149,58149,TA-High Desert LLC,TAHD,CA,Los Angeles,CISO,WECC,0,0,20000,0,2,34.708889,-118.304722,14
58150,58150,Black Cap Solar Plant,1,OR,Lake,PACW,WECC,90,0,2000,0,2,42.17505,-120.362631,14
58164,58164,Slayton Solar,PV1,MN,Murray,MISO,MRO,180,35,1700,0,0,43.980278,-95.767222,14
58169,58169,CSUF Trigeneration,"CPAC,KHS,NPS,PS4,PS5,SCPS",CA,Orange,CISO,WECC,180,10,4300,0,0,33.880638,-117.88656,14
58170,58170,Crafton Hills College Solar Farm,GEN1,CA,San Bernardino,CISO,WECC,180,34.043056,1300,0,4,34.043056,-117.098889,14
58171,58171,Prairie Fire,GEN1,AZ,Pima,TEPC,WECC,180,25,4500,0,0,32.116389,-110.82,14
58174,58174,Wilson Solar,WSMA,MA,Worcester,ISNE,NPCC,180,25,2000,0,0,42.264167,-71.98,14
58178,58178,M. G. Emmett J. Bean Federal Center,1,IN,Marion,MISO,RFC,180,18,2000,0,0,39.853056,-86.014444,14
58187,58187,180 Raritan Solar,1,NJ,Middlesex,PJM,RFC,188,10,1900,0,0,40.516111,-74.34,14
58202,58202,RE Victor Phelan Solar One LLC,VPS1,CA,San Bernardino,CISO,WECC,90,34.51231,20000,0,2,34.51231,-117.47753,14
58204,58204,Grassland 3&4 Solar Project,INV3,CA,Yolo,CISO,WECC,180,38.500278,2500,0,4,38.500278,-121.694167,14
58206,58206,West Gates Solar Station,1,CA,Fresno,CISO,WECC,180,25,10000,0,0,36.142222,-120.1325,14
58210,58210,NFM Solar Power LLC,1,MA,Franklin,ISNE,NPCC,180,20,1900,2,0,42.610833,-72.474167,14
58213,58213,Saddle Mountain Solar I,AZ2,AZ,Maricopa,AZPS,WECC,0,0,15000,0,2,33.378333,-113.180833,14
58214,58214,West Greenwich Solar,WGRI,RI,Kent,ISNE,NPCC,180,25,1900,0,0,41.649444,-71.71,14
58217,58217,Grassland 1&2 Solar Project,INV4,CA,Yolo,CISO,WECC,180,38.500278,2500,0,4,38.500278,-121.694167,14
58226,58226,Newberry Solar 1 LLC,1,CA,San Bernardino,CISO,WECC,180,34.853581,1500,0,4,34.853581,-116.683108,14
58227,58227,SEPV9 Power Plant,SPV9,CA,San Bernardino,CISO,WECC,180,34.192222,9000,0,2,34.192222,-116.090278,14
58228,58228,Milford Solar Farm,GEN1,DE,Kent,PJM,RFC,180,20,11800,0,0,38.923056,-75.453333,14
58231,58231,Lincoln Financial Field,GEN1,PA,Philadelphia,PJM,RFC,180,39.900833,2900,0,0,39.900833,-75.1675,14
58232,58232,Tahquitz High School,TAHQ,CA,Riverside,CISO,WECC,90,33.767222,1000,0,2,33.767222,-117.0175,14
58234,58234,SEPV 8,SPV8,CA,San Bernardino,CISO,WECC,180,34.171944,12000,0,2,34.171944,-116.1525,14
58236,58236,Marshalltown Generating Station,PV1,IA,Marshall,MISO,MRO,180,25,2600,0,0,42.043333,-92.872778,14
58239,58239,Kent County-Kennedyville,PVKV,MD,Kent,PJM,RFC,180,25,1000,0,0,39.297222,-75.982222,14
58240,58240,Kit Carson,PV_KC,NM,Taos,PNM,WECC,0,0,1300,0,2,36.966667,-105.438056,14
58241,58241,Rock Hall,RCKHL,MD,Kent,PJM,RFC,180,25,1000,0,0,39.144369,-76.231644,14
58243,58243,Kent County - Worton Complex,WRTN,MD,Kent,PJM,RFC,180,25,1000,0,0,39.280833,-76.090833,14
58244,58244,West Valley High School Solar,WEST,CA,Riverside,CISO,WECC,90,33.719722,1000,0,2,33.719722,-117.009722,14
58248,58248,Pierce College,GEN1,CA,Los Angeles,LDWP,WECC,180,2,1900,0,0,34.183611,-118.574722,14
58249,58249,VA Sepulveda Ambulatory Care Center,GEN1,CA,Los Angeles,LDWP,WECC,180,10,3500,0,0,34.248889,-118.483333,14
58253,58253,CBS Television City,GEN1,CA,Los Angeles,LDWP,WECC,270,5,1600,0,0,34.075,-118.36,14
58256,58256,Los Alamos PV Site,1,NM,Los Alamos,PNM,WECC,180,37,1000,0,0,35.875556,-106.31,14
58261,58261,FAA NorCal TRACON,1,CA,Sacramento,BANC,WECC,90,0,1000,0,0,38.559533,-121.257556,14
58262,58262,Badger 1,1,AZ,Maricopa,AZPS,WECC,90,33.498003,14800,0,2,33.498003,-112.813458,14
58270,58270,Acushnet AD Makepeace,1,MA,Plymouth,ISNE,NPCC,180,30,4700,0,0,41.798889,-70.743611,14
58271,58271,Acushnet Hawes Reed Road,1,MA,Bristol,ISNE,NPCC,172,25,1000,0,0,41.662222,-71.0425,14
58272,58272,Easthampton Landfill-City of Easthampton,1,MA,Hampshire,ISNE,NPCC,180,30,1900,0,0,42.286944,-72.701389,14
58273,58273,South Robeson Farm,SROB,NC,Robeson,CPLE,SERC,180,25,5000,0,0,34.561146,-79.28097,14
58274,58274,Raeford Farm,RAEF,NC,Hoke,CPLE,SERC,180,25,5000,0,0,34.968889,-79.211944,14
58275,58275,Mass Midstate Solar 3,1,MA,Worcester,ISNE,NPCC,180,25,4000,0,0,42.219722,-71.878611,14
58276,58276,Mass Midstate Solar 2,1,MA,Worcester,ISNE,NPCC,180,25,5000,0,0,42.170417,-72.200145,14
58279,58279,Mass Midstate Solar 1,1,MA,Worcester,ISNE,NPCC,180,25,5000,0,0,42.219722,-71.878333,14
58280,58280,Millbury Solar,1,MA,Worcester,ISNE,NPCC,180,25,3000,0,0,42.164722,-71.795,14
58282,58282,Leicester One MA Solar LLC,1,MA,Worcester,ISNE,NPCC,180,10,4800,0,0,42.222778,-71.878611,14
58283,58283,Freetown Solar,1,MA,Bristol,ISNE,NPCC,180,25,4500,0,0,41.766389,-70.980833,14
58289,58289,Venable Solar 1,VNPV,CA,Riverside,CISO,WECC,198,20,1500,0,0,33.598889,-114.571667,14
58290,58290,Venable Solar 2,VSPV,CA,Riverside,CISO,WECC,198,20,1500,0,0,33.597222,-114.571667,14
58292,58292,Jewish Community Center PV,JCC,AZ,Maricopa,AZPS,WECC,180,5,1100,0,0,33.603056,-111.924722,14
58293,58293,Paradise Valley H.S. PV,PVH,AZ,Maricopa,AZPS,WECC,180,5,1300,0,0,33.6416,-111.9997,14
58304,58304,Kingsburg Solar,"1,2,3",CA,Tulare,CISO,WECC,180,20,3700,0,0,36.505278,-119.540278,14
