plant_code,plant_code_unique,plant_name,generator_id,state,county,ba,nerc_region,azimuth,tilt,system_capacity,module_type,array_type,lat,lon,losses
59495,59495,Antares-GRE 314 East Lyme LLC,GRE01,CT,New London,ISNE,NPCC,180,30,4000,0,0,41.416944,-72.234444,14
59497,59497,Andrew Solar,PV1,NC,Craven,DUK,SERC,180,20,5000,0,0,35.1608,-77.1099,14
59498,59498,Tracy Solar,PV1,NC,Nash,DUK,SERC,180,20,10000,0,0,35.7998,-78.1398,14
59499,59499,Candace Solar,PV1,NC,Johnston,CPLE,SERC,180,20,5000,0,0,35.487,-78.1922,14
59500,59500,Sarah Solar,SARAH,NC,Franklin,CPLE,SERC,180,25,5000,0,0,36.139444,-78.146944,14
59501,59501,Nitro Solar,NITRO,NC,Johnston,CPLE,SERC,180,25,5000,0,0,35.486944,-78.313889,14
59502,59502,Melinda Solar,PV1,NC,Vance,CPLE,SERC,180,20,5000,0,0,36.2487,-78.3475,14
59503,59503,Jacob Solar,PV1,NC,Rockingham,DUK,SERC,180,20,5000,0,0,36.2922,-79.6214,14
59504,59504,Porter Solar,PV1,NC,Craven,CPLE,SERC,180,20,5000,0,0,35.2167,-77.0743,14
59505,59505,Sun Devil Solar,PV1,NC,Warren,CPLE,SERC,180,20,5000,0,0,36.432,-77.9703,14
59506,59506,Quincy Solar,PV1,NC,Cumberland,CPLE,SERC,180,20,4000,0,0,35.0717,-78.8078,14
59507,59507,Kenneth Solar,PV1,NC,Warren,CPLE,SERC,180,20,3000,0,0,36.4338,-78.1526,14
59508,59508,Chei Solar,PV1,NC,Nash,CPLE,SERC,180,20,5000,0,0,35.8918,-78.1823,14
59509,59509,Murdock Solar,PV1,NC,Johnston,CPLE,SERC,180,20,4000,0,0,35.6633,-78.5206,14
59510,59510,Husky Solar,PV1,NC,Rockingham,DUK,SERC,180,20,5000,0,0,36.2847,-79.5667,14
59511,59511,Beetle Solar,PV1,NC,Cleveland,DUK,SERC,180,20,4000,0,0,35.1785,-81.665,14
59512,59512,Happy Solar,PV1,NC,Johnston,CPLE,SERC,180,20,4000,0,0,35.3965,-78.5108,14
59513,59513,Meadows PV 1,MEAD1,NC,Martin,PJM,SERC,180,20,20000,2,0,35.836944,-77.126944,14
59514,59514,Flat Meeks PV 1,FLAT1,NC,Martin,PJM,SERC,190,20,5000,0,0,35.806667,-77.270556,14
59515,59515,Benthall Bridge PV 1,BENT1,NC,Hertford,PJM,SERC,180,20,5000,0,2,36.42,-77.100278,14
59516,59516,American Legion PV 1,AMLEG,NC,Halifax,PJM,SERC,190,20,16000,0,0,36.418333,-77.655833,14
59517,59517,Baker PV 1,BAKE1,NC,Hertford,PJM,SERC,190,20,5000,0,0,36.270278,-77.060278,14
59518,59518,Grandy PV 1,GRAND,NC,Currituck,PJM,SERC,190,20,20000,2,0,36.233611,-75.880833,14
59519,59519,Old Catawba PV 1,OLDC,NC,Catawba,DUK,SERC,190,20,3500,0,0,35.711667,-81.134167,14
59520,59520,Manning PV 1,MANN,NC,Alamance,DUK,SERC,190,20,5000,0,0,36.119167,-79.521389,14
59521,59521,Little River PV 1,LTLRV,NC,Randolph,DUK,SERC,190,20,5000,0,0,35.538889,-79.804167,14
59522,59522,Giffen Solar Park,FRGSP,CA,Fresno,CISO,WECC,180,36.544722,20000,0,2,36.544722,-120.316111,14
59523,59523,Five Points Solar Park,FRFSP,CA,Fresno,CISO,WECC,180,36.386944,60000,0,2,36.386944,-120.236667,14
59524,59524,Blackwell Solar Park,FRBSP,CA,Kern,CISO,WECC,0,35.612,20000,0,2,35.612,-119.845,14
59525,59525,Wright Solar Park,FRWSP,CA,Merced,CISO,WECC,180,37.009444,200000,0,2,37.009444,-120.957222,14
59526,59526,Whitakers,WHIT1,NC,Nash,PJM,SERC,180,36.127222,12000,0,2,36.127222,-77.734444,14
59527,59527,Kelford,KELF1,NC,Bertie,PJM,SERC,180,36.148056,20000,0,2,36.148056,-77.211944,14
59528,59528,Solar Oasis LLC,OASIS,CA,Los Angeles,CISO,WECC,90,45,20000,2,2,34.648889,-118.076667,14
59530,59530,Pasquotank,PASQ1,NC,Pasquotank,PJM,SERC,0,0,20000,0,2,36.264722,-76.306111,14
59531,59531,Borden Solar Farm,BRDN,CA,Madera,CISO,WECC,180,36.941111,50000,0,2,36.941111,-119.96,14
59532,59532,Springbok Solar Farm 1,SB1,CA,Kern,LDWP,WECC,90,35.249167,105000,0,2,35.249167,-117.955278,14
59533,59533,Princeton,PRCTN,NC,Johnston,CPLE,SERC,180,25,5000,0,0,35.504444,-78.192222,14
59534,59534,4Oaks,4OAKS,NC,Johnston,CPLE,SERC,180,25,5000,0,0,35.4325,-78.411667,14
59535,59535,SR Hazlehurst,HAZLE,GA,Jeff Davis,SOCO,SERC,180,20,20000,0,0,31.810278,-82.575,14
59536,59536,Coronus Adelanto West 1,AWI,CA,San Bernardino,CISO,WECC,180,20,1500,0,0,34.548056,-117.464444,14
59537,59537,Coronus Adelanto West 2,AW2,CA,San Bernardino,CISO,WECC,180,20,1500,0,0,34.548056,-117.464444,14
59539,59539,Park Meridian #1,1,CA,Riverside,CISO,WECC,180,11,1500,0,0,33.896111,-117.283611,14
59540,59540,Rancho Cucamonga Dist #1,2,CA,San Bernardino,CISO,WECC,180,5,1800,0,0,34.100278,-117.552778,14
59541,59541,Terra Francesco,3,CA,San Bernardino,CISO,WECC,180,11,1500,0,0,34.039722,-117.606667,14
59542,59542,Innovative Solar 6,IS6,NC,Buncombe,CPLE,SERC,180,20,3600,0,0,35.6575,-82.710278,14
59543,59543,Acton Solar Landfill,ACTON,MA,Middlesex,ISNE,NPCC,180,25,1600,0,0,42.473333,-71.430556,14
59544,59544,Parlin Solar LLC,PV1,NJ,Middlesex,PJM,RFC,180,15,1300,0,0,40.456667,-74.328889,14
59545,59545,Springfield Solar LLC,PV1,OH,Clark,PJM,RFC,185,10,1500,0,0,39.893889,-83.805556,14
59546,59546,Beaver Solar LLC,PV1,PA,Beaver,PJM,RFC,180,20,1300,0,0,40.691389,-80.323889,14
59548,59548,"Creswell Alligood Solar, LLC",CRES1,NC,Washington,PJM,SERC,180,35.898889,14000,0,2,35.898889,-76.379444,14
59549,59549,"Everetts Wildcat Solar, LLC",EVER1,NC,Martin,PJM,SERC,180,35.847222,5000,0,2,35.847222,-77.111389,14
59550,59550,Putah Creek Solar Farm,PCSF,CA,Yolo,CISO,WECC,0,0,2000,0,2,38.521111,-121.993889,14
59551,59551,"FLS Solar 200, LLC",FLS1,NC,Robeson,CPLE,SERC,180,20,4300,0,0,34.581944,-78.94,14
59552,59552,"FLS Solar 170, LLC",FLS1,NC,Robeson,CPLE,SERC,180,20,2000,0,0,34.6,-78.97,14
59553,59553,"Innovative Solar 14, LLC",FLS1,NC,Henderson,CPLE,SERC,180,20,2000,0,0,35.368889,-82.3575,14
59554,59554,"Innovative Solar 15, LLC",FLS1,NC,Rutherford,DUK,SERC,180,20,2000,0,0,35.319444,-81.764167,14
59555,59555,Vega Solar,VEGA1,CA,Merced,CISO,WECC,90,36.925833,20000,0,2,36.925833,-120.82,14
59556,59556,Dalton 2,1,GA,Murray,SOCO,SERC,180,22,6500,0,0,34.718056,-84.931944,14
59558,59558,Sandoval Solar Energy Center,SSEC1,NM,Sandoval,PNM,WECC,180,25,6100,2,2,35.283611,-106.812778,14
59560,59560,Springer Solar 1,SPRG1,NM,Colfax,PNM,WECC,90.9,1.5,1000,0,2,36.398056,-104.594167,14
59561,59561,Crockett Farm,PV1,NC,Lenoir,CPLE,SERC,180,20,5000,2,0,35.230833,-77.5525,14
59562,59562,Eastover Farm,PV1,NC,Scotland,CPLE,SERC,180,25,5000,0,0,34.742222,-79.463056,14
59563,59563,Foxfire Solar Farm,PV1,NC,Moore,CPLE,SERC,180,20,5000,2,0,35.220556,-79.551944,14
59564,59564,Hutchinson Farm,PV1,NC,Cleveland,DUK,SERC,180,20,5000,2,0,35.260833,-81.515833,14
59565,59565,Keen Farm,PV1,NC,Johnston,CPLE,SERC,180,20,5000,0,0,35.426667,-78.4,14
59566,59566,Ashley Solar Farm,PV1,NC,Yadkin,DUK,SERC,180,20,4000,2,0,36.126111,-80.798889,14
59567,59567,Bearford Farm Solar Project,PV1,NC,Pender,CPLE,SERC,190,20,5000,0,0,34.61,-77.924167,14
59570,59570,Mocksville Solar,PV1,NC,Davie,DUK,SERC,180,20,15400,0,0,35.833889,-80.574444,14
59573,59573,Tisbury Landfill Solar,TIS1,MA,Dukes,ISNE,NPCC,180,25,1100,0,0,41.444722,-70.613056,14
59575,59575,Manway Solar Farm,PV1,NC,Bladen,CPLE,SERC,180,20,5000,0,0,34.745833,-78.429444,14
59576,59576,Millikan Farm,GEN1,NC,Randolph,DUK,SERC,180,20,5000,0,0,35.81771,-79.771085,14
59577,59577,Misenheimer Farm,PV1,NC,Stanly,DUK,SERC,190,20,5000,0,0,35.468611,-80.293611,14
59578,59578,Monroe Moore Farm,PV1,NC,Union,DUK,SERC,180,20,5000,0,0,34.971944,-80.601944,14
59579,59579,Franklin Solar 2,PV1,NC,Franklin,CPLE,SERC,180,20,2000,0,0,36.126944,-78.1525,14
59581,59581,Stout Farm,PV1,NC,Orange,DUK,SERC,180,20,5000,0,0,36.079167,-79.199722,14
59583,59583,Tart Farm,PV1,NC,Cumberland,CPLE,SERC,180,20,5000,0,0,35.204444,-78.681111,14
59584,59584,Wellons Farm,PV1,NC,Johnston,DUK,SERC,180,20,5000,0,0,35.511698,-78.291129,14
59586,59586,Woodland Church Farm,PV1,NC,Duplin,CPLE,SERC,190,20,5000,0,0,35.058333,-77.853611,14
59587,59587,Yadkin 601 Farm,PV1,NC,Yadkin,DUK,SERC,180,20,3000,0,0,36.199167,-80.697222,14
59589,59589,Rutherford Farm,PV1,NC,Rutherford,DUK,SERC,180,25,74800,0,0,35.257778,-81.830556,14
59591,59591,Schell Solar Farm,PV1,NC,Northampton,PJM,SERC,180,20,5000,0,0,36.435556,-77.566389,14
59592,59592,Sedberry Farm,PV1,NC,Moore,CPLE,SERC,180,20,5000,0,0,35.243889,-79.321667,14
59593,59593,"Spring Valley Farm 2, LLC",PV1,NC,Vance,CPLE,SERC,180,20,5000,0,0,36.371111,-78.415278,14
59595,59595,Stikeleather Farm,PV1,NC,Alexander,DUK,SERC,180,20,5000,0,0,35.902222,-81.106111,14
59597,59597,"Colton Solar One, LLC",CS001,CA,San Bernardino,CISO,WECC,180,1,2500,0,0,34.093333,-117.319444,14
59598,59598,"Colton Solar Two, LLC",CS002,CA,San Bernardino,CISO,WECC,90,34.042222,1000,0,2,34.042222,-117.361667,14
59599,59599,Tropico Solar PV Plant,GEN1,CA,Tulare,CISO,WECC,90,35.831944,14000,0,2,35.831944,-119.056111,14
59600,59600,Nicolis Solar PV Plant,GEN1,CA,Tulare,CISO,WECC,90,35.835833,20000,0,2,35.835833,-119.056111,14
59601,59601,L&D Landfill Solar,L&D,NJ,Burlington,PJM,RFC,180,20,10000,0,0,39.980278,-74.770278,14
59603,59603,Walters Solar (FLS 260),FLS1,NC,Robeson,CPLE,SERC,180,20,5000,0,0,34.496944,-79.048889,14
59604,59604,Stagecoach Solar,FLS1,NC,Vance,DUK,SERC,180,20,5000,0,0,36.414722,-78.459722,14
59605,59605,Vicksburg Solar,FLS1,NC,Vance,CPLE,SERC,180,20,5000,0,0,36.325,-78.343056,14
59606,59606,Soul City Solar,FLS1,NC,Warren,CPLE,SERC,180,20,3500,0,0,36.25,-78.25,14
59607,59607,"Maricopa West Solar PV, LLC",MWS,CA,Kern,CISO,WECC,180,45,20000,0,2,35.115278000000004,-119.317778,14
59610,59610,"AP North Lake I, LP",APNLI,CA,Riverside,CISO,WECC,180,0,20000,0,2,33.74,-117.010556,14
59611,59611,"LKL BLBD, LLC",LKLBB,FL,Polk,FMPP,SERC,180,0,6000,0,2,28.066389,-82.0175,14
59613,59613,Town of Williamson Landfill PV,TWLL,NY,Wayne,NYIS,NPCC,185,20,1200,0,0,43.244444,-77.174722,14
59618,59618,Meadow Lake Solar Energy Center,MLK,NM,Valencia,PNM,WECC,180,25,9100,2,2,34.81,-106.52,14
59619,59619,Cibola,CBLA,NM,Cibola,PNM,WECC,180,25,7600,2,2,35.20115,-107.245156,14
59620,59620,South Milford Solar Plant,SMS1,UT,Beaver,PACE,WECC,180,0,2900,0,2,38.311111,-113.053611,14
59623,59623,Clarkson Solar,CSPV,NY,St Lawrence,NYIS,NPCC,135,25,2000,0,0,44.671944,-74.949444,14
59624,59624,Twiss Street Solar,PV1,MA,Hampden,ISNE,NPCC,180,25,1500,0,0,42.148333,-72.748056,14
59625,59625,Chicopee River Solar,PV1,MA,Hampden,ISNE,NPCC,180,25,2000,0,0,42.150278,-72.552222,14
59626,59626,Chicopee Granby Road Solar,PV1,MA,Hampden,ISNE,NPCC,180,25,1600,0,0,42.158056,-72.595833,14
59627,59627,Harmony,HRMNY,NJ,Warren,PJM,RFC,180,20,3300,0,0,40.755289,-75.170955,14
59628,59628,Hanover,HNOVR,NJ,Burlington,PJM,RFC,180,20,5000,0,0,40.065278,-74.590556,14
59630,59630,CentraState Medical Center PV Facility,CS,NJ,Monmouth,PJM,RFC,180,15,5200,0,0,40.236111,-74.321389,14
59631,59631,Imclone Solar Electric Facility,IM,NJ,Somerset,PJM,RFC,180,20,8000,0,0,40.555,-74.709444,14
59632,59632,Midwest Energy Community Solar Array,1036,KS,Thomas,SWPP,MRO,180,39.406944,1000,0,2,39.406944,-101.039444,14
59633,59633,Kettleman Solar -Centaurus,KS,CA,Kings,CISO,WECC,180,36.050833,20000,0,2,36.050833,-119.9475,14
59634,59634,Sandstone Solar,SNDST,AZ,Pinal,SRP,WECC,90,33.035556,45000,2,2,33.035556,-111.430278,14
59636,59636,Charlton Solar I CSG,37021,MA,Worcester,ISNE,NPCC,188,21,4400,0,0,42.1275,-71.996389,14
59638,59638,Coronal Lost Hills,CLH,CA,Kern,CISO,WECC,90,35.726667,20000,0,2,35.726667,-119.905833,14
59641,59641,Garysburg Solar,5MWPV,NC,Northampton,PJM,SERC,180,25,5000,0,0,36.468,-77.592,14
59642,59642,Gaston Solar,5MWPV,NC,Northampton,PJM,SERC,180,25,5000,0,0,36.514722,-77.656111,14
59643,59643,Seaboard Solar LLC,5MWPV,NC,Northampton,PJM,SERC,180,25,5000,0,0,36.476944,-77.467778,14
59645,59645,Mt Olive Solar 1,FLS1,NC,Wayne,CPLE,SERC,180,20,5000,0,0,35.181111,-78.096944,14
59646,59646,FLS Solar 230 (Warren),FLS1,NC,Duplin,CPLE,SERC,180,20,4800,0,0,35.016111,-77.821944,14
59648,59648,Tarboro Solar,5MWPV,NC,Edgecombe,PJM,SERC,180,25,5000,0,0,35.858056,-77.499167,14
59651,59651,"Forever 21 Retail, Inc.",W4161,CA,Los Angeles,LDWP,WECC,190,30,1600,0,0,34.071389,-118.196111,14
59652,59652,Nordhoff Place,W4162,CA,Los Angeles,LDWP,WECC,190,30,1200,0,0,34.236667,-118.565833,14
59653,59653,City of Truth or Consequences PV,COTC,NM,Sierra,PNM,WECC,0,0,1900,0,2,33.121111,-107.287778,14
59656,59656,Comanche Solar,COMCH,CO,Pueblo,PSCO,WECC,180,38.205278,120000,0,2,38.205278,-104.566667,14
59657,59657,"Imperial Valley Solar Co (IVSC) 2, LLC",IVSC2,CA,Imperial,IID,WECC,180,25,20000,0,0,33.252222,-115.4975,14
59663,59663,"Cornwall Solar Center, LLC",CSC1,NC,Granville,CPLE,SERC,180,25,5000,0,0,36.366944,-78.626111,14
59665,59665,Innovative Solar 37 LLC,IS037,NC,Anson,DUK,SERC,20,20,100000,0,0,34.838297,-79.943889,14
59666,59666,Innovative Solar 47,IS047,NC,Robeson,DUK,SERC,180,0,33800,0,2,34.801933,-79.332447,14
59667,59667,Innovative Solar 48,IS048,NC,Robeson,DUK,SERC,180,20,4900,0,0,34.711628,-79.30235,14
59669,59669,Innovative Solar 54,IS054,NC,Lenoir,DUK,SERC,180,20,50000,0,0,35.213697,-77.712408,14
59670,59670,Innovative Solar 23,IS023,NC,Cleveland,DUK,SERC,180,20,1900,0,0,35.259825,-81.419019,14
59671,59671,Innovative Solar 46,IS046,NC,Cumberland,DUK,SERC,180,20,78500,0,2,34.918194,-78.94355,14
59675,59675,Innovative Solar 44,IS044,NC,Robeson,DUK,SERC,180,20,4900,0,0,34.859,-79.108,14
59676,59676,Innovative Solar 55,IS044,NC,Robeson,DUK,SERC,180,20,6500,0,0,34.695,-79.216,14
59677,59677,Innovative Solar 64,IS064,NC,Sampson,DUK,SERC,180,20,4900,0,0,35.041048,-78.329675,14
59678,59678,Innovative Solar 67,IS067,NC,Pender,DUK,SERC,180,0,33300,0,2,34.623309,-78.005377,14
59682,59682,Main Street Solar Project,MS258,VT,Rutland,ISNE,NPCC,180,25,1500,0,0,43.626389,-72.975556,14
59683,59683,Lordstown Motor Corp,12345,OH,Trumbull,PJM,RFC,180,25,2200,0,0,41.148019,-80.883753,14
59685,59685,Remington Solar Facility,01,VA,Fauquier,PJM,SERC,180,20,20000,2,0,38.548333,-77.776389,14
59687,59687,Sun Harvest Solar NDP1,NDP1,CA,Merced,CISO,WECC,0,0,1500,0,2,37.05758,-120.653625,14
59689,59689,Gulf Coast Solar Center I,GCSC1,FL,Okaloosa,SOCO,SERC,225,20,30000,2,0,30.515448,-86.518407,14
59690,59690,Gulf Coast Solar Center II,GCSC2,FL,Santa Rosa,SOCO,SERC,220,20,40000,2,0,30.430766,-86.895204,14
59691,59691,Gulf Coast Solar Center III,GCSC3,FL,Escambia,SOCO,SERC,220,20,50000,2,0,30.470351,-87.335193,14
59694,59694,"Aspen Solar, LLC",GEN1,NC,Duplin,DUK,SERC,180,20,5000,0,0,34.791163,-78.012122,14
59695,59695,"Mt. Home Solar 1, LLC",MHPV1,ID,Elmore,IPCO,WECC,180,60,20000,0,2,43.129,-115.752,14
59702,59702,"Pavant Solar, LLC",1,UT,Millard,PACE,WECC,180,45,50000,0,2,38.960519,-112.36327,14
59703,59703,"Cottonwood Solar, LLC Cottonwood Carport",1,CA,Marin,CISO,WECC,180,5,1000,0,0,38.129759,-122.568158,14
59705,59705,Steel Sun,SSUN2,NY,Erie,NYIS,NPCC,180,25,2000,0,0,42.812811,-78.845313,14
59706,59706,BRE,NB005,NC,Granville,DUK,SERC,180,20,5000,0,0,36.372546,-78.598507,14
59708,59708,Franklinton Solar,5MWPV,NC,Franklin,CPLE,SERC,180,20,5000,0,0,36.08,-78.35,14
59709,59709,St. Paul Intl Airport Red & Blue Parking,"PV1,PV2",MN,Hennepin,MISO,MRO,121,20,3199.9999999999995,0,0,44.88,-93.21,14
59713,59713,Holdrege Solar Center,HDSC,NE,Lancaster,SWPP,MRO,90,45,4000,0,2,40.824736,-96.820315,14
59714,59714,IKEA St. Louis 410,IK410,MO,St Louis City,MISO,SERC,180,12,1000,0,0,38.634995,-90.245549,14
59715,59715,DD Hay Road Solar 23 LLC,PV1,DE,New Castle,PJM,RFC,185,10,1200,0,0,39.736708,-75.511747,14
59719,59719,Charlotte Solar LLC VT,CS001,VT,Chittenden,ISNE,NPCC,188,25,2000,0,0,44.321972,-73.197608,14
59722,59722,Seville 1,SEV1,CA,Imperial,IID,WECC,180,33.1125,20000,2,2,33.1125,-116.0139,14
59723,59723,Seville 2,SEV2,CA,Imperial,IID,WECC,180,33.1101,30000,2,2,33.1101,-116.0059,14
59729,59729,Macon Solar Power Project,MSF1,MO,Macon,SWPP,SERC,180,30,2800,0,0,39.76,-92.46,14
59730,59730,SEPV 18,SPV18,CA,Los Angeles,CISO,WECC,90,34.613602,2000,0,2,34.613602,-117.93439,14
59731,59731,Templeton,TEMPL,MA,Worcester,ISNE,NPCC,180,20,3000,0,0,42.521217,-72.067328,14
59737,59737,Aspiration G,ASPRG,CA,Fresno,CISO,WECC,90,36.552186,9000,0,2,36.552186,-120.352481,14
59738,59738,Citizen B,CSB,CA,Fresno,CISO,WECC,180,25,5000,0,0,36.723806,-120.432139,14
59739,59739,Lancaster WAD B,LWADB,CA,Los Angeles,CISO,WECC,90,34.780192,3000,0,2,34.780192,-118.19333,14
59740,59740,SEPV Mojave West,SPVMW,CA,Kern,CISO,WECC,90,35.022903,20000,0,2,35.022903,-118.282694,14
59741,59741,Barton Solar Farm,BARTN,VT,Orleans,ISNE,NPCC,180,25,1900,0,0,44.725418,-72.184044,14
59742,59742,Sunnyside Ranch Community Solar Array,HCE,CO,Garfield,PSCO,WECC,180,35,1500,0,0,39.415027,-107.157188,14
59743,59743,Chimes West Friendship (Nixon Farms),1,MD,Howard,PJM,RFC,180,15,1200,0,0,39.296749,-76.957413,14
59744,59744,Lakeland Electric Co. (FL)-Airport 1,1,FL,Polk,TEC,SERC,180,0,2700,0,2,27.988523,-82.047295,14
59745,59745,Leominster (MA)-South Street-R&D,1,MA,Middlesex,ISNE,NPCC,180,25,2900,0,0,42.606184,-71.177223,14
59746,59746,DSH (CA) - Coalinga State Hospital,1,CA,Fresno,CISO,WECC,0,0,2000,0,2,36.13726,-120.218453,14
59747,59747,River Mountains Solar,1,NV,Clark,NEVP,WECC,0,0,14400,0,2,36.031616,-114.929399,14
59748,59748,CDCR (CA) - Pleasant Valley State Prison,1,CA,Fresno,CISO,WECC,0,0,1200,0,2,36.137219,-120.224445,14
59749,59749,UMES (MD) - Princess Anne,1,MD,Somerset,PJM,RFC,180,0,2000,0,2,38.20257,-75.6764,14
59750,59750,Bourne (MA) - Holliston I,1,MA,Middlesex,ISNE,NPCC,180,20,2300,0,0,42.177876,-71.454633,14
59751,59751,"Wilzig Associates, LLC",WILZG,NJ,Bergen,PJM,RFC,180,30,1200,0,0,40.825316,-74.09442,14
59752,59752,BlueWave Capital - Grafton (SREC II),1,MA,Worcester,ISNE,NPCC,180,25,1300,0,0,42.225492,-71.662651,14
59754,59754,Lakeland Electric Co. (FL) - Airport II,1,FL,Polk,TEC,SERC,180,0,3500,0,2,27.991144,-82.047303,14
59755,59755,Chester Power Partners,PVS1,VT,Windsor,ISNE,NPCC,180,25,2200,0,0,43.280929,-72.59757,14
59760,59760,"Red Hill Solar Center, LLC",RHILL,NC,Warren,CPLE,SERC,180,20,5000,0,0,36.404382,-78.141105,14
59761,59761,"Van Slyke Solar Center, LLC",VSLYK,NC,Wilson,CPLE,SERC,180,20,5000,0,0,35.776992,-77.880517,14
59762,59762,"Broadway Solar Center, LLC",BRDWY,NC,Columbus,CPLE,SERC,180,20,5000,0,0,34.309261,-78.831433,14
59765,59765,Stetson Road Solar - Barre I,BI,MA,Worcester,ISNE,NPCC,180,20,2000,0,0,42.4029,-72.1027,14
59766,59766,Barre II Solar Project,BII,MA,Worcester,ISNE,NPCC,180,20,1500,0,0,42.362,-72.109,14
59767,59767,Chester Solar Farm,CHSTR,MA,Hampden,ISNE,NPCC,180,20,4800,0,0,42.312,-72.949,14
59768,59768,Concord Solar Farm,CMLP,MA,Middlesex,ISNE,NPCC,180,15,1500,0,0,42.444,-71.335,14
59769,59769,TIA Solar,1,FL,Hillsborough,TEC,SERC,180,10,1600,0,0,27.965797,-82.532816,14
59770,59770,IMPA Pendleton Solar Park,SPEND,IN,Madison,MISO,RFC,180,25,2000,0,0,39.988564,-85.770858,14
59771,59771,Jefferson Solar Park,JSP01,WI,Jefferson,MISO,RFC,180,25,1000,0,0,43.0146,-88.7992,14
59775,59775,Adams Farm Solar,ADAMS,MA,Worcester,ISNE,NPCC,180,25,3000,0,0,42.6,-72.2,14
59777,59777,RGS-Rutland VNM SREC II Project (MA),1,MA,Worcester,ISNE,NPCC,180,20,2600,0,0,42.43177,-71.978189,14
59778,59778,Eden Solar LLC,EDENS,NC,Richmond,DUK,SERC,180,20,47700,0,2,35.148503,-79.636372,14
59779,59779,Davis Monthan AFB (AZ) West Airfield,1,AZ,Pima,TEPC,WECC,0,0,12600,0,2,32.17356,-110.899734,14
59780,59780,New Bedford (MA) Plymouth,1,MA,Plymouth,ISNE,NPCC,180,20,4300,0,0,41.925352,-70.649029,14
59781,59781,Upper Blackstone (MA) Treasure Valley,1,MA,Worcester,ISNE,NPCC,180,20,5000,0,0,42.332831,-71.987633,14
59786,59786,Fiddler's Canyon #2,FID2,UT,Iron,PACE,WECC,180,0,3000,0,2,37.794678,-113.283666,14
59787,59787,Fiddler's Canyon #1,FID1,UT,Iron,PACE,WECC,180,0,3000,0,2,37.750268,-113.253724,14
59788,59788,"Advance Stores Company, Inc",PV1,CT,Hartford,ISNE,NPCC,170,10,1000,0,2,42.015023,-72.511892,14
59789,59789,Millbrook School,PV1,NY,Dutchess,NYIS,NPCC,170,30,1400,0,2,41.84581,-73.619485,14
59790,59790,Oregon University System Rabbit Field,PV1,OR,Benton,PACW,WECC,180,20,1200,0,0,44.573484,-123.31695,14
59795,59795,Ahoskie,FLS1,NC,Hertford,PJM,SERC,180,20,5000,0,0,36.306369,-76.993138,14
59796,59796,Kelford,FLS1,NC,Bertie,PJM,SERC,180,20,5000,0,0,36.154227,-77.218502,14
59798,59798,Colon PV,W4172,CA,Los Angeles,LDWP,WECC,190,30,1300,0,0,33.792694,-118.252407,14
59807,59807,Airport 1 Solar (DIA),GBDIA,CO,Denver,SWPP,WECC,180,22,1500,0,0,39.899444,-104.675338,14
59811,59811,Rockfish Solar LLC,GEN1,MD,Charles,PJM,RFC,90,38.591545000000004,10300,0,2,38.591545000000004,-76.87486,14
59814,59814,"Copper Mountain Solar 4, LLC","PV01,PV02",NV,Clark,CISO,WECC,0,52,93600,0,2,35.78222,-114.975375,14
59818,59818,Concord Farm,1,NC,Cabarrus,DUK,SERC,225,10,4500,0,0,35.444235,-80.663641,14
59819,59819,Mohave Electric at Fort Mohave,PV1,AZ,Mohave,WALC,WECC,180,22,4400,0,0,34.9843,-114.5565,14
59820,59820,Hunt Farm Solar,HUNTF,MA,Franklin,ISNE,NPCC,180,25,3000,0,0,42.553732,-72.299718,14
59821,59821,205 Sturbridge A,STURA,MA,Hampden,ISNE,NPCC,180,30,3000,0,0,42.109272,-72.170507,14
59822,59822,201 Sturbridge B,STURB,MA,Hampden,ISNE,NPCC,180,30,2000,0,0,42.109143,-72.171188,14
59823,59823,INDY III,INDY3,IN,Marion,MISO,RFC,0,10,2500,0,2,39.722966,-86.314473,14
59824,59824,Sweetgum Solar,5732,NC,Lee,CPLE,SERC,180,20,5000,0,0,35.458333,-79.181111,14
59825,59825,South Louisburg Solar,5MWPV,NC,Franklin,CPLE,SERC,180,20,5000,0,0,36.057,-78.308,14
59826,59826,Sunshine Valley Solar,GEN01,NV,Nye,CISO,WECC,90,36.518,103500,2,2,36.518,-116.497,14
59827,59827,"Playa Solar 1, LLC",GEN01,NV,Clark,NEVP,WECC,0,0,79000,2,2,36.408,-114.908,14
59828,59828,Balsam,5375,NC,Lee,CPLE,SERC,180,20,5000,0,0,35.458889,-79.173889,14
59829,59829,Hickory,5515,NC,Duplin,CPLE,SERC,180,30,5000,0,2,34.802222,-78.009167,14
59831,59831,Royal Solar,FLS1,NC,Cumberland,CPLE,SERC,180,20,4900,0,0,35.216,-78.689,14
59832,59832,Kinston Solar,FLS1,NC,Lenoir,CPLE,SERC,180,20,5000,0,0,35.351436,-77.472283,14
59833,59833,Laurinburg Solar,FLS1,NC,Scotland,CPLE,SERC,180,20,5000,0,0,34.756481,-79.430243,14
59834,59834,Indy Grocers,INGRO,IN,Marion,MISO,RFC,0,10,1000,0,0,39.737936,-86.237732,14
59835,59835,Newton Grove,GEN1,NC,Sampson,CPLE,SERC,180,25,1900,0,0,35.251628,-78.367439,14
59839,59839,Spring Hill Road,SHRD1,MA,Worcester,ISNE,NPCC,180,25,1900,0,0,42.419036,-72.180652,14
